id,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,degisen_sayisi,boyali_sayisi,kimden,fiyat
180,BMW,1 Serisi,116i Premium,2012.0,128000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,138.0,0.0,0.0,Galeriden,1029000.0
181,BMW,3 Serisi,320i Sport Line,2022.0,108500.0,Otomatik,Benzin,Sedan,Füme,1597.0,170.0,0.0,0.0,Galeriden,2575000.0
182,BMW,5 Serisi,525d xDrive Premium,2012.0,76000.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,218.0,0.0,2.0,Galeriden,1920000.0
183,BMW,5 Serisi,520i Luxury Line,2017.0,152000.0,Otomatik,Benzin,Sedan,Füme,1500.0,163.0,2.0,3.0,Galeriden,2125000.0
184,BMW,1 Serisi,116i Premium,2010.0,240000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1596.0,116.0,0.0,0.0,Galeriden,615000.0
185,BMW,5 Serisi,520d M Sport,2011.0,276000.0,Otomatik,Dizel,Sedan,Gri,1995.0,184.0,0.0,0.0,Galeriden,1330000.0
186,Ferrari,360,Modena F1,2000.0,79000.0,Otomatik,Benzin,Coupe,Kırmızı,3750.0,388.0,0.0,0.0,Galeriden,6150000.0
187,Ferrari,SF90,Stradale 4.0,2023.0,0.0,Otomatik,Benzin,Coupe,Füme,3750.0,1000.0,0.0,0.0,Galeriden,78000000.0
188,BMW,1 Serisi,116i Premium,2012.0,85000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,138.0,0.0,5.0,Galeriden,965000.0
189,Ferrari,458,Italia,2012.0,66500.0,Otomatik,Benzin,Coupe,Kırmızı,4250.0,563.0,0.0,4.0,Yetkili Bayiden,15800000.0
190,Ferrari,California,4.3,2011.0,75000.0,Otomatik,Benzin,Roadster,Siyah,4250.0,463.0,0.0,0.0,Galeriden,9890000.0
191,Ferrari,348,GTS,2025.0,0.0,Otomatik,Benzin,Cabrio,Kırmızı,2750.0,601.0,0.0,0.0,Yetkili Bayiden,59500000.0
192,Ferrari,458,Italia,2012.0,26930.0,Otomatik,Benzin,Coupe,Kırmızı,4499.0,570.0,0.0,1.0,Galeriden,19250000.0
193,BMW,3 Serisi,320d M Sport,2014.0,284000.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,184.0,0.0,4.0,Galeriden,1175000.0
194,Ferrari,458,Spider,2013.0,39000.0,Otomatik,Benzin,Cabrio,Kırmızı,4250.0,563.0,0.0,0.0,Galeriden,18650000.0
195,BMW,3 Serisi,318d Premium,2009.0,129000.0,Otomatik,Benzin,Sedan,Gri,1995.0,143.0,1.0,4.0,Galeriden,865000.0
196,BMW,5 Serisi,520i Luxury Line,2021.0,44000.0,Otomatik,Benzin,Sedan,Gri,1500.0,163.0,1.0,1.0,Galeriden,2950000.0
197,Ferrari,599,GTB,2024.0,0.0,Otomatik,Benzin,Coupe,Siyah,2750.0,830.0,0.0,0.0,Yetkili Bayiden,48000000.0
198,Ferrari,430,F430 Spider,2009.0,23434.0,Otomatik,Benzin,Roadster,Mavi,4250.0,488.0,0.0,0.0,Yetkili Bayiden,15500000.0
199,Ferrari,F8,Tributo,2022.0,16360.0,Otomatik,Benzin,Coupe,Kırmızı,3750.0,601.0,2.0,0.0,Yetkili Bayiden,35250000.0
200,Ferrari,430,F430,2008.0,48000.0,Otomatik,Benzin,Coupe,Siyah,4250.0,488.0,0.0,0.0,Galeriden,10950000.0
201,Ferrari,California,4.3,2011.0,42012.0,Otomatik,Benzin,Roadster,Gri,4297.0,460.0,0.0,0.0,Galeriden,10850000.0
202,,,,,,,,,,,,,,,
203,Ferrari,430,F430,2008.0,59800.0,Otomatik,Benzin,Coupe,Siyah,4250.0,488.0,0.0,0.0,Galeriden,7850000.0
204,Ferrari,California,4.3,2010.0,77800.0,Otomatik,Benzin,Roadster,Kırmızı,4250.0,463.0,0.0,0.0,Galeriden,8365000.0
205,Ferrari,F8,Tributo,2022.0,9720.0,Otomatik,Benzin,Coupe,Kırmızı,3902.0,720.0,0.0,0.0,Galeriden,46500000.0
206,Ferrari,458,Spider,2013.0,29750.0,Otomatik,Benzin,Cabrio,Kırmızı,4250.0,563.0,0.0,0.0,Galeriden,21500000.0
207,Ferrari,458,Italia,2011.0,39000.0,Otomatik,Benzin,Coupe,Sarı,4250.0,563.0,0.0,0.0,Galeriden,16900000.0
208,Ferrari,458,Spider,2012.0,15000.0,Otomatik,Benzin,Cabrio,Kırmızı,4250.0,563.0,0.0,0.0,Yetkili Bayiden,23900000.0
209,Geely,Echo,1.3 Comfort,2011.0,104000.0,Düz,Benzin,Sedan,Gri,1342.0,86.0,,,Sahibinden,250000.0
210,Geely,Emgrand,1.5 GSL Premium,2012.0,180000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1498.0,106.0,2.0,3.0,Sahibinden,365000.0
211,Geely,Emgrand,1.5 GSL Premium,2011.0,217660.0,Düz,Benzin,Sedan,Beyaz,1498.0,106.0,0.0,8.0,Galeriden,450000.0
212,Geely,FC,1.5 GSL,2010.0,188000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,105.0,,,Sahibinden,255000.0
213,Geely,Emgrand,1.5 GSL Premium SR,2010.0,270000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,0.0,3.0,Sahibinden,420000.0
214,Ferrari,360,Modena F1,2004.0,65000.0,Otomatik,Benzin,Coupe,Kırmızı,3750.0,388.0,0.0,3.0,Galeriden,6550000.0
215,BMW,5 Serisi,520d Exclusive,2012.0,274000.0,Otomatik,Benzin,Sedan,Füme,1995.0,184.0,0.0,6.0,Galeriden,1199900.0
216,Geely,Emgrand,1.5 GSL Premium,2011.0,162000.0,Düz,LPG & Benzin,Sedan,Gri,1498.0,106.0,,,Sahibinden,375000.0
217,Geely,Familia,1.5 Comfort,2011.0,280000.0,Düz,Benzin,Sedan,Gri,1498.0,94.0,0.0,11.0,Galeriden,215999.0
218,Geely,Echo,1.3 Comfort,2009.0,145000.0,Düz,Benzin,Sedan,Siyah,1342.0,86.0,0.0,0.0,Sahibinden,275000.0
219,Geely,Emgrand,1.5 GSL Premium,2011.0,230000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,1.0,5.0,Galeriden,300000.0
220,Geely,Familia,1.5 Comfort,2011.0,180000.0,Düz,LPG & Benzin,Sedan,Gri,1498.0,94.0,,,Sahibinden,265000.0
221,Geely,FC,1.5 GSL,2011.0,115000.0,Düz,LPG & Benzin,Sedan,Gri,1498.0,105.0,,,Sahibinden,220000.0
222,Geely,Emgrand,1.5 GSL Premium SR,2012.0,195000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1498.0,106.0,0.0,1.0,Sahibinden,350000.0
223,Geely,Emgrand,1.5 GSL Premium,2012.0,200000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,,,Sahibinden,400000.0
224,Geely,Emgrand,1.5 GSL Basic,2012.0,167000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1498.0,106.0,0.0,5.0,Sahibinden,425000.0
225,Geely,Emgrand,1.5 GSL Premium,2011.0,152000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,1.0,0.0,Sahibinden,375000.0
226,Geely,Familia,1.5 Comfort,2009.0,140000.0,Düz,Benzin,Sedan,Gri,1498.0,94.0,1.0,6.0,Galeriden,215000.0
227,Geely,FC,1.5 GSL,2011.0,239000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1498.0,105.0,2.0,11.0,Sahibinden,230000.0
228,Geely,Familia,1.5 Comfort,2010.0,230000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,94.0,2.0,2.0,Sahibinden,225000.0
229,Geely,Emgrand,1.5 GSL Premium SR,2012.0,114000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,,,Sahibinden,400000.0
230,Geely,Echo,1.3 Basic,2010.0,131000.0,Düz,Benzin,Sedan,Siyah,1342.0,86.0,0.0,3.0,Sahibinden,290000.0
231,Geely,Familia,1.5 Comfort,2011.0,385000.0,Düz,Benzin,Sedan,Gri,1498.0,94.0,,,Sahibinden,240000.0
232,Geely,Emgrand,1.5 GSL Premium,2011.0,206000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,3.0,7.0,Sahibinden,300000.0
233,Geely,Emgrand,1.5 GSL Premium SR,2012.0,228000.0,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1498.0,106.0,1.0,3.0,Sahibinden,425000.0
234,Geely,Familia,1.5 Comfort,2009.0,238000.0,Düz,Benzin,Sedan,Gri,1498.0,94.0,,,Sahibinden,235000.0
235,Geely,Emgrand,1.5 GSL Basic,2011.0,168000.0,Düz,LPG & Benzin,Hatchback/5,Bej,1498.0,106.0,0.0,10.0,Sahibinden,350000.0
236,Geely,Emgrand,1.5 GSL Premium SR,2012.0,194000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,1.0,1.0,Sahibinden,369000.0
237,Geely,Emgrand,1.5 GSL Premium,2013.0,248000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,2.0,0.0,Sahibinden,340000.0
238,Geely,Emgrand,1.5 GSL Premium SR,2012.0,88000.0,Düz,Benzin,Sedan,Beyaz,1498.0,106.0,0.0,4.0,Sahibinden,475000.0
239,Geely,Echo,1.3 Comfort,2009.0,241900.0,Düz,Benzin,Sedan,Gri (Gümüş),1342.0,86.0,1.0,9.0,Sahibinden,195000.0
240,Geely,Familia,1.5 Comfort,2010.0,260442.0,Düz,Benzin,Sedan,Gri (Gümüş),1498.0,94.0,,,Galeriden,230000.0
241,Geely,Emgrand,1.5 GSL Premium SR,2014.0,170000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,0.0,0.0,Galeriden,365000.0
242,Geely,Emgrand,1.5 GSL Premium SR,2012.0,206000.0,Düz,Benzin,Sedan,Beyaz,1498.0,106.0,0.0,11.0,Sahibinden,342000.0
243,Geely,Emgrand,1.5 GSL Premium SR,2012.0,206000.0,Düz,Benzin,Sedan,Beyaz,1498.0,106.0,0.0,11.0,Sahibinden,340000.0
244,Geely,Echo,1.3 Comfort,2010.0,128647.0,Düz,Benzin,Sedan,Siyah,1300.0,88.0,0.0,8.0,Galeriden,295000.0
245,Geely,Emgrand,1.5 GSL Premium SR,2012.0,195000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1498.0,106.0,0.0,1.0,Sahibinden,350000.0
246,Geely,Emgrand,1.5 GSL Premium SR,2012.0,162400.0,Düz,Benzin,Sedan,Kahverengi,1498.0,106.0,0.0,0.0,Galeriden,419000.0
247,Geely,Emgrand,1.5 GSL Basic,2011.0,173000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1498.0,106.0,0.0,4.0,Sahibinden,295000.0
248,Geely,Echo,1.3 Comfort,2010.0,165000.0,Düz,Benzin,Sedan,Gri (Gümüş),1342.0,86.0,0.0,2.0,Sahibinden,225000.0
249,Geely,Familia,1.5 Comfort,2009.0,225000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,94.0,0.0,0.0,Sahibinden,195000.0
250,Geely,Emgrand,1.5 GSL Premium,2011.0,255000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,2.0,0.0,Galeriden,325000.0
251,Geely,Emgrand,1.5 GSL Premium,2011.0,156000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,1.0,2.0,Sahibinden,410000.0
252,Geely,Emgrand,1.5 GSL Premium,2012.0,160000.0,Düz,LPG & Benzin,Sedan,Bordo,1498.0,106.0,0.0,0.0,Sahibinden,489000.0
253,Geely,Echo,1.3 Comfort,2011.0,115000.0,Düz,Benzin,Sedan,Gri,1342.0,86.0,,,Sahibinden,275000.0
254,Geely,Emgrand,1.5 GSL Premium,2011.0,146000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,,,Sahibinden,470000.0
255,Geely,Emgrand,1.5 GSL Premium SR,2012.0,240000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,1.0,3.0,Sahibinden,340000.0
256,Geely,Emgrand,1.5 GSL Premium SR,2011.0,207000.0,Düz,Benzin,Sedan,Gri,1498.0,106.0,0.0,2.0,Sahibinden,360000.0
257,Geely,Emgrand,1.5 GSL Premium,2012.0,232000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,0.0,12.0,Sahibinden,370000.0
258,Geely,Emgrand,1.5 GSL Premium SR,2012.0,283000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,1.0,4.0,Sahibinden,387000.0
259,Geely,Echo,1.3 Comfort,2009.0,206500.0,Düz,Benzin,Sedan,Gri (Gümüş),1342.0,86.0,0.0,10.0,Sahibinden,234000.0
260,Bentley,Continental,GT Speed,2022.0,6003.0,Otomatik,Benzin,Coupe,Gri,6001.0,601.0,0.0,0.0,Yetkili Bayiden,48500000.0
261,Bentley,Continental,GT Speed,2013.0,26700.0,Otomatik,Benzin,Coupe,Gri,5750.0,601.0,0.0,0.0,Galeriden,13200000.0
262,Bentley,Continental,GT,2013.0,88000.0,Otomatik,Benzin,Coupe,Siyah,3750.0,488.0,,,Galeriden,9000000.0
263,Bentley,Continental,GT,2017.0,38000.0,Otomatik,Benzin,Coupe,Lacivert,3750.0,513.0,0.0,0.0,Galeriden,17750000.0
264,Bentley,Continental,GT,2017.0,25000.0,Otomatik,Benzin,Coupe,Siyah,3750.0,513.0,0.0,0.0,Galeriden,17250000.0
265,Bentley,Continental,GTC,2008.0,23000.0,Otomatik,Benzin,Cabrio,Yeşil,5750.0,563.0,0.0,0.0,Galeriden,8950000.0
266,Bentley,Continental,GT,2019.0,28500.0,Otomatik,Benzin,Coupe,Siyah,5750.0,626.0,0.0,0.0,Galeriden,34500000.0
267,Bentley,Continental,GTC,2012.0,61000.0,Otomatik,Benzin,Cabrio,Beyaz,5750.0,563.0,0.0,0.0,Galeriden,10750000.0
268,Bentley,Continental,GT,2018.0,24000.0,Otomatik,Benzin,Coupe,Füme,5750.0,626.0,0.0,0.0,Galeriden,29500000.0
269,Bentley,Continental,GT,2021.0,9000.0,Otomatik,Benzin,Coupe,Siyah,3750.0,513.0,0.0,0.0,Galeriden,30500000.0
270,Bentley,Continental,GT,2016.0,58487.0,Otomatik,Benzin,Coupe,Beyaz,3993.0,507.0,0.0,0.0,Galeriden,13850000.0
271,Bentley,Flying Spur,6.0,2014.0,125000.0,Otomatik,Benzin,Sedan,Lacivert,5998.0,616.0,2.0,5.0,Galeriden,14500000.0
272,Bentley,Flying Spur,6.0,2013.0,119000.0,Otomatik,Benzin,Sedan,Füme,5750.0,563.0,0.0,0.0,Galeriden,12900000.0
273,Bentley,Continental,GT,2013.0,66200.0,Otomatik,Benzin,Coupe,Siyah,3993.0,507.0,1.0,1.0,Galeriden,8650000.0
274,Bentley,Continental,Flying Spur,2008.0,81272.0,Otomatik,Benzin,Sedan,Siyah,5750.0,563.0,,,Galeriden,4250000.0
275,Bentley,Continental,GTC,2012.0,45350.0,Otomatik,Benzin,-,Bej,5998.0,560.0,0.0,0.0,Galeriden,11450000.0
276,Bentley,Continental,GT,2014.0,34075.0,Otomatik,Benzin,Coupe,Siyah,3993.0,507.0,,,Galeriden,13250000.0
277,,,,,,,,,,,,,,,
278,Chery,Alia,1.6 Acteco Lusso,2009.0,162000.0,Düz,Benzin,Sedan,Şampanya,1597.0,112.0,1.0,6.0,Galeriden,220000.0
279,Chery,Alia,1.6 Acteco Lusso,2011.0,181000.0,Düz,Benzin,Sedan,Şampanya,1597.0,112.0,0.0,1.0,Galeriden,335000.0
280,Bentley,Continental,GT,2020.0,17400.0,Otomatik,Benzin,Coupe,Gri,3750.0,513.0,0.0,0.0,Galeriden,29750000.0
281,Bentley,Continental,GT Supersports,2011.0,59500.0,Otomatik,Benzin,Coupe,Siyah,5750.0,630.0,0.0,0.0,Galeriden,9900000.0
282,Chery,Alia,1.6 Acteco Lusso,2008.0,198000.0,Düz,LPG & Benzin,Sedan,Siyah,,,,,Sahibinden,300000.0
283,Chery,Kimo,1.3 Lusso,2010.0,112000.0,Düz,Benzin,Hatchback/5,Gri,1300.0,88.0,0.0,0.0,Galeriden,312500.0
284,Chery,Alia,1.6 Acteco Lusso,2008.0,220000.0,Düz,LPG & Benzin,Sedan,Siyah,1597.0,112.0,,,Galeriden,110000.0
285,Chery,Kimo,1.3 Forza,2012.0,90000.0,Otomatik,Benzin,Hatchback/5,Mavi (metalik),1297.0,85.0,,,Sahibinden,389000.0
286,Chery,Alia,1.6 Acteco Norma,2009.0,138000.0,Düz,Benzin,Sedan,Beyaz,1597.0,112.0,0.0,7.0,Sahibinden,260000.0
287,Chery,Kimo,1.3 Forza,2010.0,108000.0,Düz,Benzin,Hatchback/5,Bordo,1297.0,85.0,0.0,1.0,Sahibinden,310000.0
288,Chery,Alia,1.6 Acteco Lusso,2008.0,225000.0,Düz,Benzin,Sedan,Bej,1597.0,112.0,0.0,2.0,Galeriden,375000.0
289,Chery,Kimo,1.3 Lusso,2009.0,154000.0,Düz,LPG & Benzin,Hatchback/5,Lacivert,1297.0,85.0,,,Sahibinden,285000.0
290,Chery,Alia,1.6L Acteco Forza,2009.0,267000.0,Düz,LPG & Benzin,Sedan,Beyaz,1597.0,112.0,1.0,0.0,Sahibinden,300000.0
291,Chery,Alia,1.6 Acteco Lusso,2010.0,200000.0,Düz,Benzin,Sedan,Siyah,1597.0,112.0,0.0,0.0,Galeriden,260000.0
292,Chery,Kimo,1.3 Lusso,2009.0,170000.0,Düz,Benzin,Hatchback/5,Füme,1297.0,85.0,0.0,0.0,Galeriden,249000.0
293,Chery,Kimo,1.3 Forza,2012.0,95000.0,Otomatik,Benzin,Hatchback/5,Mavi (metalik),1297.0,85.0,,,Sahibinden,389000.0
294,Chery,Alia,1.6 Acteco Norma,2008.0,294000.0,Düz,LPG & Benzin,Sedan,Füme,1597.0,112.0,0.0,0.0,Sahibinden,235000.0
295,Chery,Alia,1.6 Acteco Norma,2008.0,246000.0,Düz,LPG & Benzin,Sedan,Şampanya,1597.0,112.0,0.0,0.0,Sahibinden,370000.0
296,Chery,Chance,1.6 Norma,2011.0,110000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1597.0,121.0,,,Sahibinden,320000.0
297,Chery,Alia,1.6 Acteco Forza,2008.0,78000.0,Düz,LPG & Benzin,Sedan,Gri,1597.0,112.0,1.0,0.0,Sahibinden,325000.0
298,Chery,Alia,1.6 Acteco Forza,2009.0,138000.0,Düz,LPG & Benzin,Sedan,Siyah,1597.0,112.0,,,Sahibinden,270000.0
299,Chery,Niche,2.0 Lusso,2012.0,205000.0,Otomatik,Benzin,Sedan,Siyah,1971.0,141.0,0.0,0.0,Galeriden,375000.0
300,Chery,Niche,2.0 Lusso,2011.0,78000.0,Otomatik,Benzin,Sedan,Gri (Gümüş),1971.0,141.0,1.0,2.0,Sahibinden,535000.0
301,Chery,Alia,1.6 Acteco Lusso,2011.0,160000.0,Düz,LPG & Benzin,Sedan,Gri,1700.0,113.0,0.0,0.0,Sahibinden,340000.0
302,Chery,Kimo,1.3 Lusso,2009.0,171500.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1297.0,85.0,0.0,2.0,Sahibinden,260000.0
303,Chery,Alia,1.6 Acteco Forza,2008.0,140000.0,Düz,Benzin,Sedan,Yeşil,1597.0,112.0,,,Sahibinden,180000.0
304,Chery,Kimo,1.3 Lusso,2010.0,165200.0,Düz,Benzin,Hatchback/5,Gri,1297.0,85.0,,,Sahibinden,275000.0
305,Chery,Kimo,1.3 Lusso,2011.0,145000.0,Düz,LPG & Benzin,Hatchback/5,Füme,1297.0,85.0,,,Sahibinden,310000.0
306,Chery,Kimo,1.3 Forza,2009.0,143389.0,Düz,Benzin,Hatchback/5,Gri,1297.0,85.0,0.0,0.0,Sahibinden,250000.0
307,Chery,Kimo,1.3 Lusso,2010.0,103000.0,Düz,Benzin,Hatchback/5,Turuncu,1297.0,85.0,2.0,2.0,Sahibinden,260000.0
308,Chery,Kimo,1.3 Lusso,2011.0,110000.0,Düz,Benzin,Hatchback/5,Lacivert,1297.0,85.0,0.0,3.0,Sahibinden,325000.0
309,Chery,Kimo,1.3 Forza,2010.0,145000.0,Düz,Benzin,Hatchback/5,Lacivert,,,,,Sahibinden,290000.0
310,Chery,Alia,1.6 Acteco Norma,2008.0,215000.0,Düz,LPG & Benzin,Sedan,Mavi,1597.0,112.0,0.0,6.0,Sahibinden,280000.0
311,Chery,Kimo,1.3 Lusso,2010.0,131200.0,Düz,LPG & Benzin,Hatchback/5,Gri,1297.0,85.0,0.0,1.0,Sahibinden,285000.0
312,Chery,Alia,1.6 Acteco Forza,2009.0,75000.0,Düz,Benzin,Sedan,Siyah,1597.0,112.0,,,Sahibinden,375000.0
313,Chery,Alia,1.6 Acteco Lusso,2008.0,170000.0,Düz,LPG & Benzin,Sedan,Mavi,1597.0,112.0,,,Sahibinden,525000.0
314,Chery,Alia,1.6 Acteco Forza,2008.0,144000.0,Düz,Benzin,Sedan,Yeşil,1597.0,112.0,,,Sahibinden,210000.0
315,Chery,Kimo,1.3 Lusso,2010.0,73500.0,Düz,Benzin,Hatchback/5,Bordo,1297.0,85.0,,,Sahibinden,301000.0
316,Chery,Kimo,1.3 Lusso,2011.0,137000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1297.0,85.0,2.0,6.0,Sahibinden,310000.0
317,Chery,Alia,1.6 Acteco Lusso,2008.0,225000.0,Düz,Benzin,Sedan,Şampanya,1597.0,112.0,0.0,3.0,Sahibinden,250000.0
318,Chery,Kimo,1.3 Lusso,2011.0,69000.0,Düz,Benzin,Hatchback/5,Gri,1297.0,85.0,,,Sahibinden,320000.0
319,Chery,Alia,1.6 Acteco Lusso,2009.0,82000.0,Düz,LPG & Benzin,Sedan,Gri,1597.0,112.0,0.0,0.0,Sahibinden,385000.0
320,Chery,Alia,1.6 Acteco Lusso,2008.0,119000.0,Düz,LPG & Benzin,Sedan,Şampanya,1597.0,112.0,0.0,0.0,Sahibinden,300000.0
321,Chery,Kimo,1.3 Forza,2010.0,104454.0,Düz,Benzin,Hatchback/5,Mavi,1297.0,85.0,1.0,3.0,Galeriden,375000.0
322,Chery,Kimo,1.3 Lusso,2010.0,285500.0,Düz,LPG & Benzin,Hatchback/5,Gri,1297.0,85.0,,,Sahibinden,220000.0
323,Chery,Alia,1.6 Acteco Forza,2008.0,20700027.0,Düz,Benzin,Sedan,Füme,1597.0,112.0,0.0,0.0,Sahibinden,300000.0
324,Chery,Kimo,1.3 Forza,2011.0,157000.0,Otomatik,Benzin,Hatchback/5,Lacivert,1297.0,85.0,0.0,0.0,Sahibinden,379000.0
325,Chery,Alia,1.6 Acteco Lusso,2008.0,134271.0,Düz,Benzin,Sedan,Siyah,1597.0,112.0,,,Sahibinden,270000.0
326,Chery,Alia,1.6 Acteco Lusso,2008.0,287000.0,Düz,Benzin,Sedan,Mavi,1597.0,112.0,0.0,0.0,Sahibinden,250000.0
327,Chery,Alia,1.6 Acteco Lusso,2008.0,248000.0,Düz,LPG & Benzin,Sedan,Şampanya,1597.0,112.0,,,Sahibinden,300000.0
328,Chery,Alia,1.6 Acteco Lusso,2010.0,118000.0,Düz,LPG & Benzin,Sedan,Siyah,1597.0,112.0,,,Sahibinden,305000.0
329,Chrysler,300 C,2.7,2006.0,280000.0,Otomatik,Benzin,Sedan,Siyah,2736.0,190.0,0.0,0.0,Galeriden,1060850.0
330,Chery,Alia,1.6 Acteco Lusso,2010.0,301000.0,Düz,LPG & Benzin,Sedan,Gri,1597.0,112.0,3.0,0.0,Sahibinden,235000.0
331,Chrysler,300 C,3.0 CRD,2007.0,299000.0,Otomatik,Benzin,Sedan,Siyah,2987.0,218.0,0.0,3.0,Galeriden,1290000.0
332,Chrysler,300 C,3.0 CRD,2010.0,330000.0,Otomatik,Benzin,Sedan,Gri,2987.0,218.0,1.0,2.0,Galeriden,1125000.0
333,Chrysler,300 M,3.5,1999.0,283000.0,Otomatik,Benzin,Sedan,Bej,3750.0,263.0,0.0,0.0,Galeriden,439900.0
334,Chrysler,300 C,3.0 CRD,2009.0,285000.0,Otomatik,Benzin,Sedan,Beyaz,2987.0,218.0,0.0,0.0,Galeriden,1040000.0
335,Chrysler,Sebring,2.7 LX,2001.0,445000.0,Otomatik,LPG & Benzin,Sedan,Gri (metalik),2736.0,203.0,0.0,0.0,Sahibinden,420000.0
336,Chrysler,Stratus,2.5 LX,1997.0,200000.0,Otomatik,LPG & Benzin,Sedan,Kahverengi,2497.0,163.0,,,Sahibinden,295000.0
337,Chrysler,300 C,5.7,2006.0,133000.0,Otomatik,Benzin,Sedan,Beyaz,5750.0,338.0,0.0,0.0,Galeriden,1650000.0
338,Chrysler,300 C,3.0 CRD,2008.0,333000.0,Otomatik,Benzin,Sedan,Siyah,2987.0,218.0,0.0,2.0,Galeriden,1175000.0
339,Chrysler,300 C,3.0 CRD,2007.0,314000.0,Otomatik,Benzin,Sedan,Beyaz,2987.0,218.0,0.0,0.0,Galeriden,1400000.0
340,Chrysler,Sebring,2.0 CRD Limited,2009.0,250000.0,Düz,Dizel,Sedan,Siyah,,,0.0,0.0,Sahibinden,510000.0
341,Chrysler,Sebring,2.0 CRD Convertible,2008.0,187000.0,Düz,Benzin,-,Siyah,1968.0,140.0,0.0,0.0,Galeriden,949999.0
342,Chrysler,300 C,3.0 CRD,2008.0,291000.0,Otomatik,Dizel,Sedan,Siyah,2987.0,218.0,1.0,0.0,Sahibinden,1250000.0
343,Chrysler,300 C,3.0 CRD,2008.0,331000.0,Otomatik,Dizel,Sedan,Lacivert,2987.0,218.0,0.0,5.0,Sahibinden,1150000.0
344,Chrysler,300 C,2.7,2005.0,293000.0,Otomatik,Benzin,Sedan,Gri,2736.0,190.0,0.0,0.0,Galeriden,1099000.0
345,Chrysler,Le Baron,3.0,1993.0,245000.0,Otomatik,Benzin,Sedan,Bordo,2750.0,,0.0,0.0,Sahibinden,525000.0
346,Chrysler,300 C,3.0 CRD,2007.0,287000.0,Otomatik,Benzin,Station wagon,Gri,2987.0,218.0,1.0,11.0,Galeriden,950000.0
347,Chrysler,300 C,3.0 CRD,2009.0,179000.0,Otomatik,Benzin,Sedan,Beyaz,2987.0,218.0,0.0,3.0,Galeriden,1675000.0
348,Chrysler,Stratus,2.5 Limited,2000.0,154000.0,Otomatik,Benzin,Cabrio,Kırmızı,2250.0,163.0,0.0,0.0,Galeriden,750000.0
349,Chrysler,Sebring,2.7 LX,2005.0,346500.0,Otomatik,LPG & Benzin,Sedan,Gri,2736.0,203.0,0.0,0.0,Sahibinden,400000.0
350,Chrysler,300 C,3.0 CRD,2008.0,385000.0,Otomatik,Benzin,Sedan,Siyah,2987.0,218.0,2.0,7.0,Galeriden,972000.0
351,Chrysler,300 C,3.0 CRD,2008.0,305000.0,Otomatik,Benzin,Sedan,Siyah,2987.0,218.0,1.0,8.0,Galeriden,799000.0
352,Chrysler,Sebring,2.7 LX,2005.0,166000.0,Otomatik,Benzin,Sedan,Siyah,2736.0,203.0,0.0,0.0,Galeriden,620000.0
353,Chrysler,300 M,3.5,1999.0,190000.0,Otomatik,Benzin,Sedan,Lacivert,3518.0,254.0,0.0,0.0,Sahibinden,360000.0
354,Chrysler,Stratus,2.5 LX,1997.0,314000.0,Otomatik,LPG & Benzin,Sedan,Gri (metalik),2497.0,163.0,0.0,12.0,Sahibinden,399000.0
355,Chrysler,Neon,2.0 LE,1996.0,192000.0,Otomatik,LPG & Benzin,Sedan,Mavi,1995.0,132.0,,,Sahibinden,195000.0
