id,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,degisen_sayisi,boyali_sayisi,kimden,fiyat,model_tam
39145,Seat,Leon,1.6 TDI Style,2015.0,91000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,110.0,,,Sahibinden,1177000.0,Leon 1.6 TDI Style
39146,Seat,Leon,1.6 TDI Style,2016.0,124000.0,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1598.0,110.0,,,Sahibinden,1180000.0,Leon 1.6 TDI Style
39147,Seat,Ibiza,1.5 GLX,1993.0,300000.0,Düz,LPG & Benzin,Hatchback/3,Lacivert,1461.0,90.0,0.0,3.0,Sahibinden,99000.0,Ibiza 1.5 GLX
39148,Seat,Leon,1.4 TSI FR,2017.0,158000.0,Düz,Benzin,Hatchback/5,Beyaz,1395.0,125.0,0.0,2.0,Sahibinden,1040000.0,Leon 1.4 TSI FR
39149,Seat,Ibiza,1.4 TDI Stylance,2006.0,252000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1422.0,80.0,0.0,4.0,Sahibinden,385000.0,Ibiza 1.4 TDI Stylance
39150,Seat,Ibiza,1.0 Style,2022.0,47000.0,Düz,Benzin,Hatchback/5,Beyaz,999.0,80.0,0.0,0.0,Sahibinden,880000.0,Ibiza 1.0 Style
39151,Seat,Leon,1.6 TDI CR Style,2014.0,230000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,105.0,1.0,1.0,Sahibinden,730000.0,Leon 1.6 TDI CR Style
39152,Seat,Leon,1.6 Stylance,2008.0,310000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1595.0,102.0,0.0,3.0,Sahibinden,450000.0,Leon 1.6 Stylance
39153,Seat,Leon,1.6 TDI FR,2019.0,125000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,115.0,0.0,0.0,Sahibinden,1320000.0,Leon 1.6 TDI FR
39154,Seat,Altea,1.6 Stylance,2004.0,270000.0,Düz,Benzin,MPV,Siyah,1595.0,102.0,,,Sahibinden,340000.0,Altea 1.6 Stylance
39155,Seat,Toledo,1.4 TDI Style,2016.0,162000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422.0,90.0,2.0,2.0,Sahibinden,775000.0,Toledo 1.4 TDI Style
39156,Seat,Leon,1.6 TDI CR Style,2014.0,180000.0,Yarı Otomatik,Dizel,Station wagon,Beyaz,1598.0,105.0,,,Sahibinden,850000.0,Leon 1.6 TDI CR Style
39157,Seat,Leon,1.6 TDI Style,2018.0,141000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,115.0,,,Sahibinden,975000.0,Leon 1.6 TDI Style
39158,Seat,Ibiza,1.4 Reference,2013.0,62000.0,Düz,Benzin,Hatchback/5,Beyaz,1390.0,85.0,0.0,0.0,Sahibinden,670000.0,Ibiza 1.4 Reference
39159,Seat,Leon,1.6 TDI CR Style,2015.0,212000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,105.0,6.0,4.0,Sahibinden,659000.0,Leon 1.6 TDI CR Style
39160,Seat,Ibiza,1.0 Style,2022.0,54000.0,Düz,Benzin,Hatchback/5,Lacivert,999.0,80.0,,,Sahibinden,840000.0,Ibiza 1.0 Style
39161,Seat,Leon,1.6 Style,2010.0,240000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1595.0,102.0,0.0,2.0,Sahibinden,580000.0,Leon 1.6 Style
39162,Seat,Ibiza,1.4 Reference,2015.0,128000.0,Düz,Benzin,Hatchback/5,Kırmızı,1390.0,85.0,0.0,0.0,Sahibinden,695000.0,Ibiza 1.4 Reference
39163,Seat,Leon,1.2 TSI Style,2017.0,127000.0,Düz,Benzin,Hatchback/5,Beyaz,1197.0,110.0,,,Sahibinden,890000.0,Leon 1.2 TSI Style
39164,Seat,Leon,1.6 TDI CR Style,2012.0,136000.0,Düz,Dizel,Hatchback/5,Beyaz,1598.0,105.0,1.0,2.0,Sahibinden,635000.0,Leon 1.6 TDI CR Style
39165,Seat,Altea,1.6 TDI Style XL,2011.0,197000.0,Yarı Otomatik,Dizel,MPV,Beyaz,1598.0,105.0,1.0,10.0,Sahibinden,620000.0,Altea 1.6 TDI Style XL
39166,Seat,Leon,1.6 TDI Style,2017.0,267000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,115.0,0.0,2.0,Sahibinden,789000.0,Leon 1.6 TDI Style
39167,Seat,Cordoba,1.4 TDI Stylance,2006.0,302000.0,Düz,Dizel,Sedan,Gri,1422.0,75.0,0.0,12.0,Sahibinden,350000.0,Cordoba 1.4 TDI Stylance
39168,Seat,Ibiza,1.4 E,1999.0,209850.0,Düz,LPG & Benzin,Hatchback/3,Sarı,1390.0,60.0,0.0,0.0,Sahibinden,185000.0,Ibiza 1.4 E
39169,Seat,Leon,1.5 eTSI FR,2021.0,9500.0,Yarı Otomatik,Hibrit,Hatchback/5,Lacivert,1498.0,150.0,0.0,0.0,Sahibinden,1780000.0,Leon 1.5 eTSI FR
39170,Seat,Toledo,1.2 TSI Reference,2013.0,121000.0,Düz,Benzin,Hatchback/5,Beyaz,1197.0,105.0,0.0,1.0,Sahibinden,750000.0,Toledo 1.2 TSI Reference
39171,Seat,Cordoba,1.6 Signo,2000.0,501770.0,Otomatik,Benzin,Sedan,Beyaz,1700.0,,0.0,9.0,Sahibinden,205000.0,Cordoba 1.6 Signo
39172,Seat,Cordoba,1.4 Stella,2004.0,183520.0,Düz,LPG & Benzin,Sedan,Mavi (metalik),1390.0,75.0,0.0,0.0,Sahibinden,390000.0,Cordoba 1.4 Stella
39173,Seat,Ibiza,1.0 EcoTSI Style,2017.0,107000.0,Yarı Otomatik,Benzin,Hatchback/5,Gri,999.0,115.0,0.0,1.0,Sahibinden,875000.0,Ibiza 1.0 EcoTSI Style
39174,Audi,A3,A3 Sportback 35 TFSI Advanced,2022.0,92000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,1695000.0,A3 A3 Sportback 35 TFSI Advanced
39175,Audi,A3,A3 Sportback 1.6 TDI Design Line,2018.0,91000.0,Otomatik,Benzin,Hatchback/5,Füme,1500.0,113.0,0.0,0.0,Galeriden,1479000.0,A3 A3 Sportback 1.6 TDI Design Line
39176,Audi,A3,A3 Sedan 35 TFSI S-Line,2021.0,67000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,2175000.0,A3 A3 Sedan 35 TFSI S-Line
39177,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2017.0,181000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1215000.0,A3 A3 Sedan 1.6 TDI Dynamic
39178,Audi,A4,A4 Sedan 1.4 TFSI Design,2016.0,90000.0,Otomatik,Benzin,Sedan,Siyah,1300.0,138.0,,,Galeriden,1750000.0,A4 A4 Sedan 1.4 TFSI Design
39179,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015.0,199000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,113.0,0.0,0.0,Galeriden,1059000.0,A3 A3 Sedan 1.6 TDI Attraction
39180,Audi,A4,A4 Sedan 2.0 TDI,2015.0,128400.0,Otomatik,Benzin,Sedan,Füme,1968.0,177.0,0.0,0.0,Galeriden,1625000.0,A4 A4 Sedan 2.0 TDI
39181,Audi,A4,A4 Sedan 2.0 TDI Quattro,2015.0,199000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,188.0,0.0,1.0,Galeriden,1275000.0,A4 A4 Sedan 2.0 TDI Quattro
39182,Audi,A6,A6 Sedan 2.0 TDI,2015.0,180000.0,Otomatik,Benzin,Sedan,Gri,1900.0,188.0,0.0,0.0,Galeriden,2100000.0,A6 A6 Sedan 2.0 TDI
39183,Audi,A3,A3 Sedan 35 TFSI S-Line,2024.0,6001.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,3350000.0,A3 A3 Sedan 35 TFSI S-Line
39184,Audi,A6,A6 Sedan 2.0,1998.0,385000.0,Düz,Benzin,Station wagon,Gri,1900.0,138.0,0.0,0.0,Galeriden,325000.0,A6 A6 Sedan 2.0
39185,Audi,A4,A4 Sedan 2.0 TDI Quattro,2013.0,304500.0,Otomatik,Benzin,Sedan,Siyah,1900.0,188.0,,,Galeriden,969999.0,A4 A4 Sedan 2.0 TDI Quattro
39186,Audi,A6,A6 Sedan 2.0 TDI,2009.0,294000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,138.0,0.0,6.0,Galeriden,764000.0,A6 A6 Sedan 2.0 TDI
39187,Audi,A3,A3 Sportback 1.6 Attraction,2006.0,250000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1595.0,102.0,0.0,0.0,Galeriden,690000.0,A3 A3 Sportback 1.6 Attraction
39188,Audi,A4,A4 Sedan 1.8 TFSI,2011.0,185000.0,Otomatik,Benzin,Sedan,Beyaz,1700.0,113.0,0.0,0.0,Galeriden,970000.0,A4 A4 Sedan 1.8 TFSI
39189,Audi,A6,A6 Sedan 2.0 TFSI Quattro,2017.0,124000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,263.0,2.0,1.0,Galeriden,2490000.0,A6 A6 Sedan 2.0 TFSI Quattro
39190,Audi,A3,A3 Sportback 1.6 Attraction,2008.0,250000.0,Otomatik,Benzin,Hatchback/5,Gri,1595.0,102.0,1.0,4.0,Galeriden,639000.0,A3 A3 Sportback 1.6 Attraction
39191,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2022.0,70000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,213.0,0.0,0.0,Galeriden,2850000.0,A4 A4 Sedan 40 TDI Quattro Advanced
39192,Audi,A4,A4 Sedan 2.0,2003.0,350000.0,Otomatik,LPG & Benzin,Sedan,Füme,1984.0,130.0,,,Sahibinden,470000.0,A4 A4 Sedan 2.0
39193,Audi,A3,A3 Sedan 1.6 TDI S Line,2015.0,190000.0,Otomatik,Benzin,Sedan,Beyaz,1700.0,113.0,0.0,4.0,Galeriden,1075000.0,A3 A3 Sedan 1.6 TDI S Line
39194,Audi,A3,A3 Sportback 1.6 Ambition,2003.0,204000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,460000.0,A3 A3 Sportback 1.6 Ambition
39195,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2016.0,175000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,113.0,0.0,1.0,Galeriden,1215000.0,A3 A3 Sedan 1.6 TDI Ambiente
39196,Audi,A4,A4 Sedan 2.0 TDI Quattro Dynamic,2016.0,140000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,188.0,0.0,0.0,Galeriden,1850000.0,A4 A4 Sedan 2.0 TDI Quattro Dynamic
39197,Audi,A6,A6 Sedan 2.0 TDI,2011.0,314000.0,Otomatik,Benzin,Sedan,Beyaz,1968.0,170.0,1.0,11.0,Galeriden,910000.0,A6 A6 Sedan 2.0 TDI
39198,Audi,A6,A6 Sedan 2.0 TDI,2009.0,268000.0,Otomatik,Dizel,Sedan,Füme,1968.0,136.0,,,Sahibinden,800000.0,A6 A6 Sedan 2.0 TDI
39199,Audi,A6,A6 Sedan 2.0 TDI,2013.0,161000.0,Otomatik,Benzin,Sedan,Füme,1968.0,177.0,1.0,2.0,Galeriden,1759000.0,A6 A6 Sedan 2.0 TDI
39200,Audi,A5,A5 Sportback 2.0 TDI Quattro,2014.0,288500.0,Otomatik,Benzin,Hatchback/5,Siyah,1900.0,188.0,1.0,4.0,Galeriden,1450000.0,A5 A5 Sportback 2.0 TDI Quattro
39201,Audi,A4,A4 Sedan 2.0 TDI,2007.0,238000.0,Otomatik,Benzin,Sedan,Füme,1968.0,140.0,0.0,3.0,Galeriden,714900.0,A4 A4 Sedan 2.0 TDI
39202,Audi,A3,A3 Sportback 1.6 Sportback Attraction,2008.0,310000.0,Düz,Benzin,Hatchback/5,Siyah,1595.0,102.0,1.0,1.0,Sahibinden,590000.0,A3 A3 Sportback 1.6 Sportback Attraction
39203,Audi,A6,A6 Sedan 2.0,2004.0,294500.0,Düz,LPG & Benzin,Sedan,Siyah,1984.0,130.0,,,Sahibinden,475000.0,A6 A6 Sedan 2.0
39204,Audi,A1,1.6 TDI Ambition,2013.0,99000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,,0.0,0.0,Sahibinden,990000.0,A1 1.6 TDI Ambition
39205,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2016.0,208000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,113.0,0.0,1.0,Galeriden,1150000.0,A3 A3 Sedan 1.6 TDI Ambiente
39206,Audi,A3,A3 Sedan 1.6 TDI Ambition,2014.0,265000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598.0,105.0,0.0,4.0,Sahibinden,945000.0,A3 A3 Sedan 1.6 TDI Ambition
39207,Audi,A4,A4 Sedan 1.8 TFSI,2011.0,209700.0,Otomatik,LPG & Benzin,Sedan,Siyah,1798.0,120.0,0.0,7.0,Sahibinden,840000.0,A4 A4 Sedan 1.8 TFSI
39208,Audi,A3,A3 Sedan 35 TFSI Advanced,2022.0,53000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,138.0,0.0,0.0,Galeriden,1914950.0,A3 A3 Sedan 35 TFSI Advanced
39209,Audi,A3,A3 Sedan 1.6 TDI Sport Line,2015.0,261000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,10.0,Galeriden,979000.0,A3 A3 Sedan 1.6 TDI Sport Line
39210,Audi,A6,A6 Sedan 1.8 T Quattro,2001.0,350000.0,Düz,LPG & Benzin,Sedan,Siyah,1781.0,150.0,,,Sahibinden,399000.0,A6 A6 Sedan 1.8 T Quattro
39211,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2014.0,235000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,113.0,,,Galeriden,1165000.0,A3 A3 Sedan 1.6 TDI Ambiente
39212,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,2017.0,87000.0,Otomatik,Benzin,Hatchback/5,Siyah,1200.0,113.0,0.0,2.0,Galeriden,1270000.0,A3 A3 Sportback 1.0 TFSI Dynamic
39213,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2020.0,149000.0,Otomatik,Benzin,Sedan,Siyah,1900.0,188.0,0.0,0.0,Galeriden,2345000.0,A4 A4 Sedan 40 TDI Quattro Advanced
39214,Audi,A6,A6 Sedan 45 TFSI Quattro Advanced,2024.0,19750.0,Otomatik,Benzin,Sedan,Siyah,1900.0,263.0,0.0,0.0,Galeriden,5349000.0,A6 A6 Sedan 45 TFSI Quattro Advanced
39215,Audi,A3,A3 Sedan 30 TFSI S-Line,2021.0,50000.0,Otomatik,Benzin,Sedan,Siyah,1200.0,113.0,0.0,0.0,Galeriden,1920000.0,A3 A3 Sedan 30 TFSI S-Line
39216,Audi,A5,A5 Sportback 2.0 TDI,2012.0,276000.0,Otomatik,Benzin,Hatchback/5,Siyah,1900.0,188.0,0.0,0.0,Galeriden,1235000.0,A5 A5 Sportback 2.0 TDI
39217,Audi,A4,A4 Sedan 40 TDI Advanced,2021.0,120000.0,Otomatik,Benzin,Sedan,Siyah,1900.0,213.0,,,Galeriden,2350000.0,A4 A4 Sedan 40 TDI Advanced
39218,Audi,A4,A4 Avant 1.6,1999.0,393000.0,Düz,Benzin,Station wagon,Bordo,1500.0,113.0,0.0,5.0,Galeriden,395000.0,A4 A4 Avant 1.6
39219,Audi,A3,A3 Sedan 1.6 TDI Ambition,2014.0,235000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598.0,110.0,0.0,0.0,Galeriden,990000.0,A3 A3 Sedan 1.6 TDI Ambition
39220,Audi,A3,A3 Sportback 30 TFSI Dynamic,2019.0,130000.0,Yarı Otomatik,Benzin,Hatchback/5,Siyah,999.0,116.0,0.0,0.0,Sahibinden,1395000.0,A3 A3 Sportback 30 TFSI Dynamic
39221,Audi,A5,A5 Sportback 40 TDI Quattro Advanced,2021.0,60990.0,Yarı Otomatik,Dizel,Coupe,Siyah,1968.0,204.0,1.0,2.0,Sahibinden,3050000.0,A5 A5 Sportback 40 TDI Quattro Advanced
39222,Audi,A4,A4 Sedan 2.0 TDI,2013.0,292000.0,Otomatik,Benzin,Sedan,Beyaz,1968.0,177.0,1.0,7.0,Galeriden,1049000.0,A4 A4 Sedan 2.0 TDI
39223,Honda,Civic,1.6 i-VTEC ES,2003.0,285000.0,Otomatik,Benzin,Sedan,Lacivert,1590.0,110.0,0.0,0.0,Galeriden,459000.0,Civic 1.6 i-VTEC ES
39224,Honda,Accord,2.0 ES,1996.0,385000.0,Otomatik,Benzin,Sedan,Mavi,1900.0,138.0,0.0,0.0,Galeriden,265000.0,Accord 2.0 ES
39225,Audi,A5,A5 Sportback 1.4 TFSI Design,2018.0,116000.0,Otomatik,Benzin,Hatchback/5,Füme,1300.0,138.0,0.0,0.0,Galeriden,2350000.0,A5 A5 Sportback 1.4 TFSI Design
39226,Honda,Civic,1.6 i-VTEC ECO Elegance,2018.0,228000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,113.0,0.0,0.0,Galeriden,1010000.0,Civic 1.6 i-VTEC ECO Elegance
39227,Honda,Civic,1.5 i-VTEC Eco Elegance,2021.0,151000.0,Otomatik,Benzin,Sedan,Füme,1498.0,129.0,,,Galeriden,1385000.0,Civic 1.5 i-VTEC Eco Elegance
39228,Honda,Civic,1.6 i-VTEC ES,2003.0,315000.0,Otomatik,Benzin,Sedan,Şampanya,1590.0,110.0,0.0,0.0,Galeriden,419000.0,Civic 1.6 i-VTEC ES
39229,Honda,Civic,1.6 i-VTEC Premium,2011.0,93000.0,Otomatik,Benzin,Sedan,Siyah,1595.0,125.0,0.0,2.0,Galeriden,875000.0,Civic 1.6 i-VTEC Premium
39230,Honda,Civic,1.6 i-VTEC ES,2005.0,258000.0,Otomatik,Benzin,Sedan,Gri,1590.0,110.0,3.0,7.0,Galeriden,575000.0,Civic 1.6 i-VTEC ES
39231,Honda,Civic,1.4 1.4i,1996.0,273000.0,Düz,Benzin,Hatchback/5,Füme,1396.0,90.0,,,Sahibinden,275000.0,Civic 1.4 1.4i
39232,Honda,Civic,1.6 i-DTEC Elegance,2015.0,136000.0,Düz,Benzin,Hatchback/5,Beyaz,1597.0,120.0,0.0,0.0,Galeriden,895000.0,Civic 1.6 i-DTEC Elegance
39233,Honda,Civic,1.6 i-VTEC Eco Executive,2019.0,94450.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1425000.0,Civic 1.6 i-VTEC Eco Executive
39234,Honda,Civic,1.6 i-VTEC ECO Elegance,2017.0,108000.0,Yarı Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1597.0,125.0,1.0,0.0,Sahibinden,1350000.0,Civic 1.6 i-VTEC ECO Elegance
39235,Honda,City,1.4 LS,2009.0,165000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1339.0,100.0,2.0,4.0,Sahibinden,620000.0,City 1.4 LS
39236,Honda,Civic,1.5 i-VTEC Eco Elegance,2021.0,73000.0,Otomatik,Benzin,Sedan,Beyaz,1498.0,129.0,0.0,1.0,Galeriden,1589000.0,Civic 1.5 i-VTEC Eco Elegance
39237,Honda,Civic,1.6 i-VTEC Eco Executive,2017.0,123000.0,Otomatik,Benzin,Sedan,Beyaz,1597.0,125.0,,,Galeriden,1259000.0,Civic 1.6 i-VTEC Eco Executive
39238,Honda,City,1.4 Sport,2007.0,200000.0,Düz,Benzin,Sedan,Bej,1339.0,83.0,,,Galeriden,475000.0,City 1.4 Sport
39239,Honda,Civic,1.6 i ES,1999.0,299000.0,Düz,LPG & Benzin,Sedan,Bordo,1590.0,125.0,0.0,0.0,Sahibinden,500000.0,Civic 1.6 i ES
39240,Honda,Jazz,1.4 Fun,2009.0,138000.0,Otomatik,Benzin,Hatchback/5,Siyah,1300.0,88.0,1.0,1.0,Galeriden,710000.0,Jazz 1.4 Fun
39241,Honda,Civic,1.6 i-VTEC Executive,2018.0,75000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1597.0,125.0,0.0,0.0,Sahibinden,1399000.0,Civic 1.6 i-VTEC Executive
39242,Honda,Civic,1.5 i-VTEC Executive Plus,2021.0,40000.0,Otomatik,Benzin,Sedan,Gri,1500.0,188.0,0.0,0.0,Galeriden,1665000.0,Civic 1.5 i-VTEC Executive Plus
39243,Honda,Civic,1.6 i-VTEC ECO Elegance,2012.0,226000.0,Otomatik,Benzin,Sedan,Siyah,1595.0,125.0,1.0,0.0,Galeriden,890000.0,Civic 1.6 i-VTEC ECO Elegance
39244,Honda,Civic,1.6 i-VTEC ECO Elegance,2021.0,81000.0,Otomatik,Benzin,Sedan,Mavi,1500.0,113.0,2.0,1.0,Galeriden,1285000.0,Civic 1.6 i-VTEC ECO Elegance
39245,Honda,Civic,1.6 i ES,1999.0,398000.0,Düz,Benzin,Sedan,Gri,1590.0,125.0,0.0,0.0,Galeriden,365750.0,Civic 1.6 i ES
39246,Honda,Civic,1.6 i ES,1998.0,353815.0,Otomatik,LPG & Benzin,Hatchback/3,Kırmızı,1590.0,116.0,,,Sahibinden,270000.0,Civic 1.6 i ES
39247,Honda,Civic,1.5 i-VTEC Eco Executive Plus,2022.0,50000.0,Otomatik,LPG & Benzin,Sedan,Gri,1498.0,129.0,1.0,2.0,Sahibinden,1599000.0,Civic 1.5 i-VTEC Eco Executive Plus
39248,Honda,Jazz,1.4 LS Sport,2008.0,198500.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1339.0,83.0,1.0,7.0,Sahibinden,405000.0,Jazz 1.4 LS Sport
39249,Honda,City,1.5 i-VTEC Executive,2023.0,20000.0,Otomatik,Benzin,Sedan,Füme,1500.0,113.0,0.0,2.0,Galeriden,910000.0,City 1.5 i-VTEC Executive
39250,Honda,Civic,1.6 i-VTEC Eco Executive,2016.0,138000.0,Otomatik,Benzin,Sedan,Füme,1597.0,125.0,0.0,3.0,Galeriden,1095000.0,Civic 1.6 i-VTEC Eco Executive
39251,Honda,City,1.5 i-VTEC Executive,2023.0,28544.0,Otomatik,Benzin,Sedan,Gri,1500.0,113.0,0.0,1.0,Galeriden,1165000.0,City 1.5 i-VTEC Executive
39252,Honda,Civic,1.6 i-VTEC ECO Elegance,2020.0,120000.0,Otomatik,Benzin,Sedan,Gri,1500.0,113.0,0.0,1.0,Galeriden,1399850.0,Civic 1.6 i-VTEC ECO Elegance
39253,Honda,Jazz,1.4 LS,2005.0,212000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1339.0,83.0,0.0,12.0,Sahibinden,345000.0,Jazz 1.4 LS
39254,Honda,Jazz,1.3 Elegance,2016.0,163695.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1300.0,113.0,0.0,0.0,Galeriden,950000.0,Jazz 1.3 Elegance
39255,Honda,Civic,1.6 i-VTEC ES,2002.0,223000.0,Düz,Benzin,Sedan,Bej,1590.0,110.0,3.0,10.0,Galeriden,427800.0,Civic 1.6 i-VTEC ES
39256,Honda,Civic,1.6 i ES,2000.0,307000.0,Düz,LPG & Benzin,Sedan,Beyaz,1590.0,125.0,3.0,0.0,Sahibinden,430000.0,Civic 1.6 i ES
39257,Honda,City,1.5 i-VTEC Executive,2022.0,84000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,1.0,Galeriden,1035000.0,City 1.5 i-VTEC Executive
39258,Honda,City,1.5 i-VTEC Executive,2022.0,25750.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1169000.0,City 1.5 i-VTEC Executive
39259,Honda,Civic,1.6 i-VTEC Premium,2010.0,287000.0,Düz,LPG & Benzin,Sedan,Siyah,1595.0,125.0,0.0,5.0,Galeriden,659000.0,Civic 1.6 i-VTEC Premium
39260,Honda,Civic,1.6 i-VTEC Elegance,2010.0,195000.0,Otomatik,Benzin,Sedan,Gri,1595.0,125.0,0.0,0.0,Galeriden,825000.0,Civic 1.6 i-VTEC Elegance
39261,Honda,Jazz,1.4 LS,2005.0,279000.0,Düz,Benzin,Hatchback/5,Mavi (metalik),1339.0,83.0,0.0,7.0,Galeriden,410000.0,Jazz 1.4 LS
39262,Honda,Civic,1.6 i-VTEC ECO Elegance,2021.0,66000.0,Otomatik,Benzin,Sedan,Gri,1500.0,113.0,0.0,0.0,Galeriden,1480000.0,Civic 1.6 i-VTEC ECO Elegance
39263,Honda,Civic,1.5 i-VTEC Eco Elegance,2021.0,128675.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1498.0,129.0,2.0,2.0,Galeriden,1349000.0,Civic 1.5 i-VTEC Eco Elegance
39264,Honda,Civic,1.6 i-VTEC ECO Elegance,2015.0,135000.0,Otomatik,Benzin,Sedan,Şampanya,1500.0,113.0,0.0,3.0,Galeriden,995000.0,Civic 1.6 i-VTEC ECO Elegance
39265,Honda,Jazz,1.4 Fun,2009.0,189000.0,Düz,Benzin,Hatchback/5,Mavi,1300.0,88.0,0.0,4.0,Galeriden,617500.0,Jazz 1.4 Fun
39266,Honda,Civic,2.0 Type-R,2017.0,58000.0,Düz,Benzin,Hatchback/5,Füme,1900.0,313.0,0.0,0.0,Galeriden,2125000.0,Civic 2.0 Type-R
39267,Honda,Civic,1.6 i-VTEC Black Edition,2015.0,69000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,1.0,0.0,Galeriden,1160000.0,Civic 1.6 i-VTEC Black Edition
39268,Honda,Civic,1.6 i-VTEC Dream,2009.0,167000.0,Düz,Benzin,Sedan,Şampanya,1595.0,125.0,1.0,7.0,Galeriden,630000.0,Civic 1.6 i-VTEC Dream
39269,Honda,Civic,1.6 i-VTEC ECO Elegance,2017.0,131000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,,,Galeriden,1249000.0,Civic 1.6 i-VTEC ECO Elegance
39270,Honda,Civic,1.6 i-VTEC ES,2005.0,229075.0,Otomatik,Benzin,Sedan,Kırmızı,1590.0,110.0,2.0,9.0,Galeriden,489000.0,Civic 1.6 i-VTEC ES
39271,Honda,Civic,1.6 Si,1994.0,236000.0,Otomatik,LPG & Benzin,Sedan,Gri,1590.0,125.0,0.0,0.0,Galeriden,232500.0,Civic 1.6 Si
39272,Volkswagen,Golf,1.6 Comfortline,1999.0,338000.0,Düz,Benzin,Hatchback/5,Turuncu,1595.0,101.0,0.0,0.0,Galeriden,385000.0,Golf 1.6 Comfortline
39273,Honda,Civic,1.6 i-VTEC Elegance,2015.0,95000.0,Otomatik,Benzin,Sedan,Gri,1500.0,113.0,1.0,1.0,Galeriden,1025000.0,Civic 1.6 i-VTEC Elegance
39274,Honda,Civic,1.6 i-VTEC Elegance,2021.0,57000.0,Otomatik,Benzin,Sedan,Füme,1597.0,125.0,0.0,0.0,Galeriden,1388750.0,Civic 1.6 i-VTEC Elegance
39275,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2017.0,220000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,113.0,0.0,8.0,Galeriden,1100000.0,Passat 1.6 TDi BlueMotion Impression
39276,Volkswagen,Passat,2.0 TDi BlueMotion Business,2020.0,169000.0,Otomatik,Dizel,Sedan,Gri,1900.0,138.0,0.0,0.0,Galeriden,1690000.0,Passat 2.0 TDi BlueMotion Business
39277,Volkswagen,Golf,1.4 TSi Highline,2015.0,207573.0,Otomatik,Benzin,Hatchback/5,Gri,1300.0,113.0,0.0,4.0,Yetkili Bayiden,1027000.0,Golf 1.4 TSi Highline
