marka,model_tam,yil,km,fiyat,renk,sehir,ilce,satici_tipi,seri,trim
Mitsubishi,Lancer 1.6 Invite,2015,200.0,850.000 TL,Gri,İstanbul,Kartal,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.6 Invite,2006,266.0,400.000 TL,Beyaz,Tekirdağ,Malkara,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 GLX,2000,440.0,175.000 TL,Gri,Hatay,Dörtyol,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Carisma 1.6 GLX,2000,208.0,320.000 TL,Kırmızı,İstanbul,Ataşehir,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Lancer 1.5 Invite,2009,354.0,560.000 TL,Siyah,Adana,Seyhan,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.8 Intense,2009,273.0,610.000 TL,Kırmızı,Ankara,Sincan,Sahibinden,Lancer,1.8 Intense
Mitsubishi,Carisma 1.6 GLX,1999,231.0,310.000 TL,Yeşil,Tekirdağ,Çorlu,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Lancer 1.5 Invite,2008,347.0,470.000 TL,Füme,Bursa,Nilüfer,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Space Star 1.6,2002,213.0,342.500 TL,Beyaz,Malatya,Yeşilyurt,Sahibinden,Space,Star 1.6
Mitsubishi,Lancer 1.6 Invite,2004,321.9,335.000 TL,Kırmızı,İstanbul,Bağcılar,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.5 Invite,2010,310.0,560.000 TL,Siyah,İstanbul,Sancaktepe,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Carisma 1.6 GLX,1999,330.0,219.000 TL,Bordo,Mersin,Silifke,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Colt 1.5 DI-D Inform,2006,350.0,317.500 TL,Gümüş Gri,Adana,Sarıçam,Galeriden,Colt,1.5 DI-D Inform
Mitsubishi,Lancer 1.5 GLX,1990,298.0,145.000 TL,Bej,Adana,Ceyhan,Sahibinden,Lancer,1.5 GLX
Mitsubishi,Lancer 1.6 Invite,2005,113.0,650.000 TL,Gri,Gaziantep,Şehitkamil,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Space Star 1.2 Invite,2014,136.2,573.000 TL,Kırmızı,İstanbul,Maltepe,Sahibinden,Space,Star 1.2 Invite
Mitsubishi,Space Star 1.2 Intense,2019,37.0,814.000 TL,Gri,Ankara,Kahramankazan,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Lancer 1.6 Invite,2004,250.0,319.999 TL,Kırmızı,Antalya,Manavgat,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.5 Invite,2009,194.0,630.000 TL,Beyaz,Ankara,Mamak,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer Evolution X,2009,88.5,1.565.000 TL,Kırmızı,İstanbul,Kadıköy,Sahibinden,Lancer,Evolution X
Mitsubishi,Carisma 1.6 GL,1999,540.0,109.000 TL,Kırmızı,Gaziantep,Şehitkamil,Sahibinden,Carisma,1.6 GL
Mitsubishi,Colt 1.5 DI-D Inform,2006,163.0,480.000 TL,Kırmızı,Balıkesir,Karesi,Sahibinden,Colt,1.5 DI-D Inform
Mitsubishi,Lancer 1.5 Inform,2009,280.0,510.000 TL,Siyah,Elazığ,Merkez,Sahibinden,Lancer,1.5 Inform
Mitsubishi,Lancer 1.5 Invite,2010,200.0,501.000 TL,Gümüş Gri,İstanbul,Sultanbeyli,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer Evolution X,2009,180.0,1.500.000 TL,Siyah,İstanbul,Sarıyer,Sahibinden,Lancer,Evolution X
Mitsubishi,Attrage 1.2 Intense,2015,58.0,675.000 TL,Gümüş Gri,Konya,Meram,Sahibinden,Attrage,1.2 Intense
Mitsubishi,Lancer 1.6 Invite,2005,350.0,455.000 TL,Beyaz,Adana,Sarıçam,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Colt 1.3 Invite,2006,190.294,400.000 TL,Gümüş Gri,Kocaeli,Başiskele,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.5 Invite,2010,204.0,615.000 TL,Kırmızı,Yozgat,Sorgun,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer Evolution X,2011,75.0,2.550.000 TL,Beyaz,İstanbul,Zeytinburnu,Galeriden,Lancer,Evolution X
Mitsubishi,Lancer 1.6 Invite,2005,325.0,325.000 TL,Gümüş Gri,Van,İpekyolu,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.5 Invite,2010,174.0,800.000 TL,Bordo,Gaziantep,Şehitkamil,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.5 Invite,2009,285.0,555.000 TL,Siyah,Malatya,Yeşilyurt,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Colt 1.3 Instyle,2005,221.0,439.000 TL,Gri,Ankara,Etimesgut,Sahibinden,Colt,1.3 Instyle
Mitsubishi,Lancer 1.6 Invite,2005,165.999,400.000 TL,Kırmızı,Tekirdağ,Süleymanpaşa,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Colt 1.3 Invite,2008,328.0,400.000 TL,Gümüş Gri,Gaziantep,Şahinbey,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.5 Invite,2009,195.0,800.000 TL,Mavi,İzmir,Bayraklı,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.5 Invite,2010,174.0,650.000 TL,Bordo,İstanbul,Kağıthane,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Carisma 1.6 GLX,2000,238.0,275.000 TL,Lacivert,İstanbul,Silivri,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Lancer Evolution X,2009,145.0,1.900.000 TL,Beyaz,Erzincan,Merkez,Sahibinden,Lancer,Evolution X
Mitsubishi,Colt 1.3 Invite,2009,194.0,420.000 TL,Siyah,Gaziantep,Şahinbey,Sahibinden,Colt,1.3 Invite
Mitsubishi,Colt 1.3 Elegance,2012,138.15,570.000 TL,Gri,İstanbul,Bahçelievler,Sahibinden,Colt,1.3 Elegance
Mitsubishi,Carisma 1.6 Avance,2001,233.0,450.000 TL,Gümüş Gri,İstanbul,Bayrampaşa,Sahibinden,Carisma,1.6 Avance
Mitsubishi,Attrage 1.2 Intense,2014,152.5,600.000 TL,Beyaz,Antalya,Alanya,Sahibinden,Attrage,1.2 Intense
Mitsubishi,Carisma 1.6 Avance,2001,275.0,320.000 TL,Mavi,İstanbul,Beylikdüzü,Sahibinden,Carisma,1.6 Avance
Mitsubishi,Carisma 1.8 GDI LX,1999,265.0,258.500 TL,Beyaz,Bursa,Nilüfer,Sahibinden,Carisma,1.8 GDI LX
Mitsubishi,Colt 1.3 Invite CZ3 AMT,2011,175.0,480.000 TL,Kırmızı,Ankara,Mamak,Sahibinden,Colt,1.3 Invite CZ3 AMT
Mitsubishi,Lancer 1.6 Invite,2005,373.0,330.000 TL,Kırmızı,İstanbul,Pendik,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 Comfort,2001,377.0,190.000 TL,Gri,Erzurum,Palandöken,Sahibinden,Carisma,1.6 Comfort
Nissan,Micra 1.2 Tekna,2005,295.0,365.000 TL,Beyaz,Kayseri,Melikgazi,Galeriden,Micra,1.2 Tekna
Nissan,Micra 1.2 Tekna,2004,118.0,620.000 TL,Kırmızı,Kocaeli,Gölcük,Galeriden,Micra,1.2 Tekna
Nissan,Micra 1.2 Passion,2007,180.0,639.999 TL,Siyah,İstanbul,Ataşehir,Galeriden,Micra,1.2 Passion
Nissan,Micra 1.2 Street,2014,146.0,819.000 TL,Kırmızı,İstanbul,Esenyurt,Galeriden,Micra,1.2 Street
Nissan,Micra 1.2 Match,2016,110.0,895.000 TL,Mavi,İstanbul,Ümraniye,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Match,2017,139.0,850.000 TL,Beyaz,Manisa,Salihli,Galeriden,Micra,1.2 Match
Nissan,Pulsar 1.2 Tekna,2016,97.0,710.000 TL,Beyaz,İstanbul,Pendik,Sahibinden,Pulsar,1.2 Tekna
Nissan,Primera 1.6 SLX,1999,317.0,294.900 TL,Gümüş Gri,Denizli,Honaz,Galeriden,Primera,1.6 SLX
Nissan,Pulsar 1.5 N-Tec,2016,420.0,675.000 TL,Beyaz,Muğla,Fethiye,Sahibinden,Pulsar,1.5 N-Tec
Nissan,Primera 1.6 Special,1999,360.0,309.000 TL,Beyaz,Konya,Karatay,Galeriden,Primera,1.6 Special
Nissan,Micra 1.2 Match,2015,319.0,448.500 TL,Bordo,İstanbul,Esenyurt,Sahibinden,Micra,1.2 Match
Nissan,Micra 1.3 Magic,2001,198.0,335.000 TL,Gümüş Gri,Muğla,Köyceğiz,Galeriden,Micra,1.3 Magic
Nissan,Micra 1.2 Street,2014,90.0,825.000 TL,Mor,İstanbul,Başakşehir,Galeriden,Micra,1.2 Street
Nissan,Micra 1.2 Passion,2011,183.0,700.000 TL,Kırmızı,Manisa,Şehzadeler,Galeriden,Micra,1.2 Passion
Nissan,Micra 1.2 Match,2017,50.0,899.850 TL,Beyaz,İstanbul,Eyüpsultan,Galeriden,Micra,1.2 Match
Nissan,Primera 1.6 Tekna,2006,284.0,380.000 TL,Gümüş Gri,Denizli,Merkezefendi,Sahibinden,Primera,1.6 Tekna
Nissan,Almera 1.5 Luxury,2001,280.0,320.000 TL,Mavi,Tokat,Merkez,Sahibinden,Almera,1.5 Luxury
Nissan,Almera 1.5 Tekna,2006,259.25,448.500 TL,Siyah,Ankara,Yenimahalle,Galeriden,Almera,1.5 Tekna
Nissan,Micra 1.2 Match,2017,88.4,930.000 TL,Mor,İstanbul,Sancaktepe,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Tekna,2011,135.0,750.000 TL,Beyaz,Ankara,Çankaya,Sahibinden,Micra,1.2 Tekna
Nissan,Micra 1.2 Tekna,2011,157.439,725.000 TL,Beyaz,İzmir,Narlıdere,Sahibinden,Micra,1.2 Tekna
Nissan,Almera 1.5 Tekna,2004,299.0,335.000 TL,Mavi,Mersin,Toroslar,Sahibinden,Almera,1.5 Tekna
Nissan,200 SX 2.0 Turbo,1995,302.0,2.050.000 TL,Yeşil,Denizli,Pamukkale,Sahibinden,200,SX 2.0 Turbo
Nissan,Micra 1.2 Match,2016,73.0,795.000 TL,Beyaz,İstanbul,Bahçelievler,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Match,2015,94.0,875.000 TL,Gümüş Gri,Manisa,Şehzadeler,Galeriden,Micra,1.2 Match
Nissan,Note 1.5 dCi Tekna,2010,258.0,530.000 TL,Siyah,Kocaeli,Darıca,Sahibinden,Note,1.5 dCi Tekna
Nissan,Teana 2.3,2008,165.0,555.000 TL,Mavi,Sivas,Merkez,Galeriden,Teana,2.3
Nissan,Micra 1.2 Match,2016,128.0,755.000 TL,Beyaz,Bursa,Osmangazi,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Street,2014,93.0,725.000 TL,Kırmızı,Aydın,Nazilli,Galeriden,Micra,1.2 Street
Nissan,Micra 1.0 Tekna,2020,98.75,1.086.000 TL,Kırmızı,Ankara,Akyurt,Galeriden,Micra,1.0 Tekna
Nissan,Note 1.6 Tekna,2007,253.111,431.950 TL,Siyah,İstanbul,Bağcılar,Galeriden,Note,1.6 Tekna
Nissan,Micra 1.2 Tekna,2009,230.0,685.000 TL,Siyah,Manisa,Salihli,Galeriden,Micra,1.2 Tekna
Nissan,Note 1.6 Tekna,2008,270.0,510.000 TL,Gri,Şanlıurfa,Karaköprü,Galeriden,Note,1.6 Tekna
Nissan,Micra 1.2 Visia,2005,209.0,579.000 TL,Mavi,İstanbul,Esenyurt,Sahibinden,Micra,1.2 Visia
Nissan,Micra 1.0 Tekna,2022,75.0,1.275.000 TL,Beyaz,İstanbul,Kadıköy,Sahibinden,Micra,1.0 Tekna
Nissan,NX Coupe 1.6,1991,232.0,265.000 TL,Kırmızı,Ankara,Etimesgut,Sahibinden,NX,Coupe 1.6
Nissan,Micra 1.3 GX,1998,312.0,265.000 TL,Kırmızı,Balıkesir,Gönen,Galeriden,Micra,1.3 GX
Nissan,Micra 1.2 Match,2017,132.0,889.000 TL,Kırmızı,İstanbul,Üsküdar,Galeriden,Micra,1.2 Match
Nissan,Micra 1.0 Tekna,2020,98.0,1.159.000 TL,Kırmızı,Hatay,Arsuz,Galeriden,Micra,1.0 Tekna
Nissan,Primera 1.6 Tekna,2003,213.0,500.000 TL,Bej,Adana,Ceyhan,Sahibinden,Primera,1.6 Tekna
Nissan,Micra 1.2 Street,2018,72.0,920.000 TL,Beyaz,Ankara,Yenimahalle,Galeriden,Micra,1.2 Street
Nissan,Micra 1.2 Match,2014,92.0,875.000 TL,Kırmızı,Antalya,Muratpaşa,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Match,2016,99.0,960.000 TL,Siyah,Antalya,Alanya,Sahibinden,Micra,1.2 Match
Nissan,Micra 1.0 Tekna,2022,55.0,1.230.000 TL,Kırmızı,İstanbul,Üsküdar,Galeriden,Micra,1.0 Tekna
Nissan,Micra 1.2 Match,2015,319.0,659.950 TL,Bordo,Antalya,Kepez,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Tekna,2005,98.0,689.000 TL,Mavi,İstanbul,Sancaktepe,Galeriden,Micra,1.2 Tekna
Nissan,Micra 1.2 Passion,2012,62.0,800.000 TL,Gümüş Gri,Aydın,Didim,Sahibinden,Micra,1.2 Passion
Nissan,Micra 1.2 Match,2017,135.0,875.000 TL,Bej,İstanbul,Maltepe,Sahibinden,Micra,1.2 Match
Nissan,Micra 1.2 Tekna,2004,138.0,570.000 TL,Sarı,Ankara,Yenimahalle,Sahibinden,Micra,1.2 Tekna
Nissan,Micra 1.2 Match,2018,99.5,950.000 TL,Beyaz,İstanbul,Üsküdar,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Street,2018,20.7,979.000 TL,Mavi,Eskişehir,Odunpazarı,Galeriden,Micra,1.2 Street
Nissan,GT-R R35,2010,37.495,22.500.000 TL,Lacivert,İstanbul,Bakırköy,Galeriden,GT-R,R35
Nissan,Micra 1.4 Tekna,2004,246.0,500.000 TL,Bordo,Ankara,Çankaya,Sahibinden,Micra,1.4 Tekna
Nissan,Micra 1.0 Tekna,2019,127.0,995.000 TL,Füme,İstanbul,Avcılar,Galeriden,Micra,1.0 Tekna
Nissan,Almera 1.5 Tekna,2005,265.0,365.800 TL,Siyah,Sakarya,Serdivan,Galeriden,Almera,1.5 Tekna
Nissan,Primera 1.6 Comfort,2001,249.249,345.000 TL,Beyaz,Konya,Selçuklu,Galeriden,Primera,1.6 Comfort
Nissan,Micra 1.2 Platinum,2012,114.0,695.000 TL,Gri,Balıkesir,Karesi,Galeriden,Micra,1.2 Platinum
Nissan,Pulsar 1.2 Visia,2016,71.6,939.000 TL,Füme,Antalya,Kepez,Galeriden,Pulsar,1.2 Visia
Nissan,Primera 2.0 SE,1997,197.1,365.000 TL,Gümüş Gri,İstanbul,Çekmeköy,Sahibinden,Primera,2.0 SE
Nissan,Almera 1.5 Tekna,2005,200.0,490.000 TL,Şampanya,İzmir,Bornova,Sahibinden,Almera,1.5 Tekna
Nissan,Micra 1.2 Match,2018,63.3,968.000 TL,Beyaz,İstanbul,Bakırköy,Sahibinden,Micra,1.2 Match
Nissan,Micra 1.2 Street,2014,149.0,750.000 TL,Gri,İzmir,Seferihisar,Sahibinden,Micra,1.2 Street
Nissan,Micra 1.2 Tekna,2004,189.0,565.000 TL,Sarı,Antalya,Kepez,Galeriden,Micra,1.2 Tekna
Nissan,Primera 1.6 Special,1999,261.0,335.000 TL,Gümüş Gri,Konya,Karatay,Galeriden,Primera,1.6 Special
Nissan,Pulsar 1.2 Visia,2016,99.0,955.000 TL,Siyah,İstanbul,Esenyurt,Galeriden,Pulsar,1.2 Visia
Nissan,Primera 1.6 Tekna,2003,280.0,825.000 TL,Gümüş Gri,İstanbul,Ataşehir,Galeriden,Primera,1.6 Tekna
Nissan,Micra 1.2 Passion,2010,150.0,719.999 TL,Kırmızı,İstanbul,Ataşehir,Galeriden,Micra,1.2 Passion
Nissan,Primera 1.6 Special,1999,395.0,295.000 TL,Gümüş Gri,Afyonkarahisar,Merkez,Galeriden,Primera,1.6 Special
Nissan,Micra 1.2 Match,2014,115.0,847.000 TL,Beyaz,Bursa,Nilüfer,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Street,2018,105.0,960.000 TL,Mavi,Yalova,Çiftlikköy,Galeriden,Micra,1.2 Street
Nissan,Micra 1.2 Match,2015,59.0,1.065.000 TL,Kırmızı,Tokat,Merkez,Galeriden,Micra,1.2 Match
Nissan,Micra 1.5 dCi Mood,2006,261.0,380.000 TL,Yeşil,İstanbul,Beylikdüzü,Sahibinden,Micra,1.5 dCi Mood
Nissan,Micra 1.2 Street,2015,114.0,885.000 TL,Kırmızı,Sivas,Merkez,Galeriden,Micra,1.2 Street
Nissan,Note 1.5 dCi Tekna,2008,148.0,525.000 TL,Siyah,İstanbul,Eyüpsultan,Galeriden,Note,1.5 dCi Tekna
Nissan,Micra 1.2 Street,2015,96.0,860.000 TL,Beyaz,Bursa,Yenişehir,Galeriden,Micra,1.2 Street
Nissan,Micra 1.2 Street,2015,134.592,825.000 TL,Kırmızı,İzmir,Bornova,Galeriden,Micra,1.2 Street
Nissan,Micra 1.2 Match,2017,96.416,919.000 TL,Mavi,İstanbul,Ataşehir,Galeriden,Micra,1.2 Match
Nissan,Note 1.6 Tekna,2007,233.0,600.000 TL,Mavi,İzmir,Ödemiş,Galeriden,Note,1.6 Tekna
Nissan,Micra 1.2 Street,2016,117.0,887.500 TL,Beyaz,Samsun,Atakum,Galeriden,Micra,1.2 Street
Nissan,Micra 1.3 GX,1999,331.0,200.000 TL,Beyaz,Konya,Karatay,Galeriden,Micra,1.3 GX
Nissan,Micra 1.2 Punch,2012,145.0,754.900 TL,Beyaz,Nevşehir,Merkez,Galeriden,Micra,1.2 Punch
Nissan,Note 1.5 dCi Tekna,2011,274.0,430.000 TL,Gümüş Gri,Konya,Selçuklu,Galeriden,Note,1.5 dCi Tekna
Nissan,Micra 1.2 Tekna,2004,225.0,459.000 TL,Mavi,İstanbul,Bağcılar,Galeriden,Micra,1.2 Tekna
Nissan,Micra 1.2 Match,2017,94.0,919.999 TL,Beyaz,İzmir,Konak,Galeriden,Micra,1.2 Match
Nissan,Pulsar 1.2 N-Tec,2016,102.0,1.093.000 TL,Kırmızı,Kocaeli,Derince,Sahibinden,Pulsar,1.2 N-Tec
Nissan,Micra 1.2 Passion,2010,156.0,665.000 TL,Kırmızı,Balıkesir,Bandırma,Sahibinden,Micra,1.2 Passion
Nissan,Sunny 1.6 SLX,1995,283.0,168.000 TL,Beyaz,Kütahya,Merkez,Sahibinden,Sunny,1.6 SLX
Nissan,Micra 1.2 Platinum,2012,190.0,720.000 TL,Beyaz,İstanbul,Gaziosmanpaşa,Galeriden,Micra,1.2 Platinum
Nissan,Primera 1.6 Tekna,2003,280.0,385.000 TL,Gümüş Gri,Denizli,Pamukkale,Sahibinden,Primera,1.6 Tekna
Nissan,Almera 1.5 Tekna,2007,366.0,375.000 TL,Siyah,Antalya,Kepez,Sahibinden,Almera,1.5 Tekna
Nissan,Micra 1.2 Platinum,2013,133.5,845.000 TL,Beyaz,Konya,Çumra,Galeriden,Micra,1.2 Platinum
Nissan,Micra 1.2 Tekna,2005,310.0,329.500 TL,Siyah,Edirne,Merkez,Galeriden,Micra,1.2 Tekna
Nissan,Micra 1.2 Punch,2012,190.0,670.000 TL,Beyaz,Osmaniye,Merkez,Galeriden,Micra,1.2 Punch
Nissan,Micra 1.2 Tekna,2006,205.0,480.000 TL,Gri,Uşak,Banaz,Galeriden,Micra,1.2 Tekna
Nissan,Note 1.6 Tekna,2007,210.0,465.000 TL,Gümüş Gri,İstanbul,Küçükçekmece,Sahibinden,Note,1.6 Tekna
Nissan,Micra 1.2 Match,2017,97.0,915.000 TL,Beyaz,Van,İpekyolu,Galeriden,Micra,1.2 Match
Nissan,Micra 1.0 Tekna,2020,40.0,1.250.000 TL,Beyaz,Antalya,Kepez,Galeriden,Micra,1.0 Tekna
Nissan,Micra 1.2 Tekna,2005,208.0,510.000 TL,Gümüş Gri,İstanbul,Kartal,Sahibinden,Micra,1.2 Tekna
Nissan,Micra 1.2 Match,2014,92.95,919.500 TL,Beyaz,Manisa,Soma,Galeriden,Micra,1.2 Match
Nissan,Primera 2.0 GT,1998,450.0,185.000 TL,Gri,Antalya,Kepez,Galeriden,Primera,2.0 GT
Nissan,Micra 1.2 Passion,2012,285.0,555.000 TL,Beyaz,Düzce,Merkez,Galeriden,Micra,1.2 Passion
Nissan,Micra 1.2 Tekna,2011,204.0,715.000 TL,Siyah,İstanbul,Sultangazi,Sahibinden,Micra,1.2 Tekna
Nissan,Micra 1.2 Mood,2006,70.0,749.500 TL,Yeşil,Antalya,Konyaaltı,Galeriden,Micra,1.2 Mood
Nissan,Micra 1.2 Passion,2011,163.0,475.000 TL,Mor,Bursa,İnegöl,Galeriden,Micra,1.2 Passion
Nissan,Pulsar 1.2 Visia,2016,120.0,897.000 TL,Siyah,Ankara,Etimesgut,Galeriden,Pulsar,1.2 Visia
Nissan,Micra 1.2 Tekna,2006,132.0,490.000 TL,Bej,Konya,Karatay,Galeriden,Micra,1.2 Tekna
Nissan,Altima 2.5,2008,202.0,775.000 TL,Gri,Ankara,Etimesgut,Sahibinden,Altima,2.5
Nissan,Micra 1.2 Tekna,2005,222.8,349.750 TL,Mavi,Antalya,Kepez,Galeriden,Micra,1.2 Tekna
Nissan,Micra 1.2 Match,2013,115.0,825.000 TL,Beyaz,Antalya,Kumluca,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Street,2016,64.0,885.000 TL,Beyaz,Bursa,Nilüfer,Galeriden,Micra,1.2 Street
Nissan,Micra 1.2 Passion,2010,142.0,799.000 TL,Kırmızı,Denizli,Sarayköy,Galeriden,Micra,1.2 Passion
Nissan,Primera 1.6 Visia,2004,162.0,529.000 TL,Bej,Antalya,Muratpaşa,Galeriden,Primera,1.6 Visia
Nissan,Pulsar 1.2 Visia,2016,119.0,899.500 TL,Kırmızı,Kocaeli,Kartepe,Galeriden,Pulsar,1.2 Visia
Nissan,Micra 1.2 Visia,2005,288.0,365.000 TL,Yeşil,Samsun,Bafra,Galeriden,Micra,1.2 Visia
Nissan,Micra 1.2 Platinum,2012,114.0,865.000 TL,Beyaz,Aydın,Efeler,Galeriden,Micra,1.2 Platinum
Nissan,Micra 1.2 Street,2016,91.5,945.000 TL,Mavi,Kocaeli,İzmit,Galeriden,Micra,1.2 Street
Nissan,Primera 1.6 Visia,2007,176.0,460.000 TL,Gri,Burdur,Bucak,Sahibinden,Primera,1.6 Visia
Nissan,Almera 1.5 Tekna,2006,111.5,549.000 TL,Gümüş Gri,Ankara,Yenimahalle,Galeriden,Almera,1.5 Tekna
Nissan,Micra 1.2 Tekna,2005,244.0,479.000 TL,Sarı,Batman,Merkez,Galeriden,Micra,1.2 Tekna
Nissan,Primera 1.6 Visia,2006,221.9,425.000 TL,Füme,İzmir,Buca,Sahibinden,Primera,1.6 Visia
Nissan,Micra 1.2 Street,2017,105.0,885.000 TL,Beyaz,İzmir,Buca,Galeriden,Micra,1.2 Street
Nissan,Micra 1.2 Street,2017,137.0,889.999 TL,Kırmızı,İstanbul,Avcılar,Galeriden,Micra,1.2 Street
Nissan,Micra 1.2 Tekna,2005,245.0,265.000 TL,Mavi,İzmir,Buca,Galeriden,Micra,1.2 Tekna
Nissan,Micra 1.3 LX,1996,131.0,285.000 TL,Gri,İzmir,Buca,Galeriden,Micra,1.3 LX
Nissan,Micra 1.5 dCi Passion,2006,265.0,369.000 TL,Şampanya,İzmir,Buca,Galeriden,Micra,1.5 dCi Passion
Nissan,Primera 1.6 Tekna,2003,283.0,365.000 TL,Gri,Afyonkarahisar,Başmakçı,Galeriden,Primera,1.6 Tekna
Nissan,Micra 1.2 Match,2014,164.0,780.000 TL,Beyaz,Burdur,Bucak,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Match,2016,84.0,798.000 TL,Beyaz,İstanbul,Kağıthane,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Passion,2012,160.1,770.000 TL,Beyaz,Ankara,Altındağ,Sahibinden,Micra,1.2 Passion
Nissan,Micra 1.2 Mood,2006,210.0,350.000 TL,Siyah,Kocaeli,İzmit,Sahibinden,Micra,1.2 Mood
Nissan,Micra 1.2 Passion,2006,305.0,344.999 TL,Mavi,Ankara,Yenimahalle,Sahibinden,Micra,1.2 Passion
Nissan,Micra 1.2 Tekna,2006,250.0,435.000 TL,Yeşil,Edirne,Merkez,Sahibinden,Micra,1.2 Tekna
Nissan,Primera 2.0 SE,1997,378.0,305.000 TL,Beyaz,Afyonkarahisar,Merkez,Galeriden,Primera,2.0 SE
Nissan,Micra 1.2 Passion,2007,205.0,379.750 TL,Kırmızı,İstanbul,Beylikdüzü,Galeriden,Micra,1.2 Passion
Nissan,Micra 1.2 Tekna,2011,164.6,600.000 TL,Beyaz,Samsun,Bafra,Sahibinden,Micra,1.2 Tekna
Nissan,Micra 1.2 Passion,2006,207.0,415.000 TL,Yeşil,İstanbul,Ümraniye,Sahibinden,Micra,1.2 Passion
Nissan,Micra 1.2 Match,2017,47.0,970.000 TL,Mavi,Denizli,Kale,Galeriden,Micra,1.2 Match
Nissan,Micra 1.0 Tekna,2022,68.5,1.245.000 TL,Kırmızı,İstanbul,Beykoz,Galeriden,Micra,1.0 Tekna
Nissan,Micra 1.2 Match,2018,90.0,950.000 TL,Bej,İzmir,Urla,Sahibinden,Micra,1.2 Match
Nissan,Micra 1.2 Tekna,2005,75.0,689.999 TL,Siyah,İstanbul,Ataşehir,Galeriden,Micra,1.2 Tekna
Nissan,Primera 1.6 Visia,2003,240.0,390.000 TL,Gri,Eskişehir,Odunpazarı,Galeriden,Primera,1.6 Visia
Nissan,Sunny 1.6 SLX,1995,348.0,200.000 TL,Yeşil,Konya,Karatay,Galeriden,Sunny,1.6 SLX
Nissan,Micra 1.2 Match,2015,119.0,859.000 TL,Beyaz,İzmir,Buca,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Match,2014,134.0,580.000 TL,Kırmızı,Şanlıurfa,Eyyübiye,Galeriden,Micra,1.2 Match
Nissan,Micra 1.2 Tekna,2011,114.0,585.000 TL,Siyah,Denizli,Sarayköy,Galeriden,Micra,1.2 Tekna
Nissan,Micra 1.2 Tekna,2011,178.0,715.000 TL,Turuncu,Ankara,Akyurt,Galeriden,Micra,1.2 Tekna
Nissan,Micra 1.2 Match,2015,130.0,889.500 TL,Siyah,Manisa,Yunusemre,Sahibinden,Micra,1.2 Match
Nissan,Micra 1.2 Punch,2012,205.0,655.000 TL,Yeşil,Uşak,Merkez,Galeriden,Micra,1.2 Punch
Nissan,Micra 1.2 Street,2016,165.0,796.500 TL,Beyaz,Kayseri,Kocasinan,Galeriden,Micra,1.2 Street
Nissan,Primera 1.6 GX,1997,323.0,310.000 TL,Mavi,Denizli,Merkezefendi,Galeriden,Primera,1.6 GX
Nissan,Primera 1.6 Tekna,2003,216.0,449.000 TL,Gümüş Gri,Ankara,Akyurt,Galeriden,Primera,1.6 Tekna
Nissan,Micra 1.2 Passion,2009,223.648,625.000 TL,Siyah,İstanbul,Esenyurt,Sahibinden,Micra,1.2 Passion
Nissan,Primera 2.0 Elegance,2000,314.0,345.000 TL,Füme,Denizli,Sarayköy,Galeriden,Primera,2.0 Elegance
