konum,fiyat,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,ortalama_yakit_tuketimi,yakit_deposu,tramer,degisen,boyali,model_tam
 Balıkesir,435000.0,Renault,Symbol,1.4 Authentique,2008,145000.0,Düz,LPG & Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,0,3,Symbol 1.4 Authentique
 Balıkesir,555000.0,Toyota,Auris,1.4 D-4D Elegant,2007,217000.0,Düz,Dizel,Hatchback/5,1364.0,90.0,Önden Çekiş,5.0,55.0,0.0,0,0,Auris 1.4 D-4D Elegant
 Balıkesir,1310000.0,Seat,Leon,1.4 EcoTSI FR,2016,137000.0,Düz,Benzin,Hatchback/5,1395.0,150.0,Önden Çekiş,4.9,50.0,0.0,0,0,Leon 1.4 EcoTSI FR
 Balıkesir,270000.0,Peugeot,206,1.4 HDi Sporty,2006,271000.0,Düz,Dizel,Hatchback/3,1398.0,69.0,Önden Çekiş,4.3,50.0,0.0,0,0,206 1.4 HDi Sporty
 Balıkesir,225000.0,Fiat,Palio,1.2 S Weekend,2001,304000.0,Düz,LPG & Benzin,Station wagon,1242.0,74.0,Önden Çekiş,7.2,51.0,0.0,0,0,Palio 1.2 S Weekend
 Balıkesir,455000.0,Fiat,Punto,EVO 1.3 Multijet Dynamic,2011,245000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş,4.1,45.0,0.0,2,1,Punto EVO 1.3 Multijet Dynamic
 Balıkesir,410000.0,Ford,Focus,1.6 Comfort,2004,248000.0,Düz,LPG & Benzin,Sedan,1596.0,100.0,Önden Çekiş,6.8,55.0,0.0,1,0,Focus 1.6 Comfort
 Balıkesir,889750.0,Fiat,Egea,1.4 Fire Easy Plus,2022,27000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,6.4,45.0,0.0,0,0,Egea 1.4 Fire Easy Plus
 Balıkesir,999900.0,Hyundai,i20,1.4 MPI Jump,2023,41350.0,Düz,LPG & Benzin,Hatchback/5,1368.0,100.0,Önden Çekiş,5.7,40.0,0.0,0,0,i20 1.4 MPI Jump
 Balıkesir,875000.0,Honda,Civic,1.6 i-VTEC ECO Elegance,2012,260000.0,Otomatik,LPG & Benzin,Sedan,1595.0,125.0,Önden Çekiş,6.7,50.0,0.0,0,1,Civic 1.6 i-VTEC ECO Elegance
 Balıkesir,260000.0,Ford,Fiesta,1.25 Flair,2001,229000.0,Düz,LPG & Benzin,Hatchback/5,1753.0,60.0,Önden Çekiş,6.1,42.0,0.0,0,1,Fiesta 1.25 Flair
 Balıkesir,455000.0,Fiat,Punto,Grande 1.4 Starjet Dynamic,2006,190000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,95.0,Önden Çekiş,6.0,45.0,0.0,2,1,Punto Grande 1.4 Starjet Dynamic
 Balıkesir,617000.0,Renault,Clio,1.2 Icon,2015,179000.0,Düz,LPG & Benzin,Hatchback/5,1149.0,75.0,Önden Çekiş,5.5,45.0,0.0,0,4,Clio 1.2 Icon
 Balıkesir,425000.0,Ford,Focus,1.6 Ambiente,2000,174000.0,Düz,LPG & Benzin,Sedan,1596.0,100.0,Önden Çekiş,6.9,55.0,0.0,0,0,Focus 1.6 Ambiente
 Balıkesir,190000.0,Tofas,Şahin,1.4,1992,999999.0,Düz,LPG & Benzin,Sedan,1372.0,71.0,Arkadan İtiş,6.6,52.0,0.0,0,0,Şahin 1.4
 Balıkesir,520000.0,Peugeot,301,1.6 HDi Access,2017,348000.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.3,50.0,0.0,0,0,301 1.6 HDi Access
 Balıkesir,725000.0,Mercedes-Benz,C,C 220 CDI Avantgarde,2004,395000.0,Otomatik,Dizel,Sedan,2148.0,150.0,Arkadan İtiş,6.5,62.0,0.0,0,0,C C 220 CDI Avantgarde
 Balıkesir,200000.0,Tofas,Şahin,S,1997,197000.0,Düz,LPG & Benzin,Sedan,1581.0,80.0,Arkadan İtiş,6.8,52.0,0.0,0,0,Şahin S
 Balıkesir,1150000.0,Honda,Civic,1.6 i-VTEC ECO Elegance,2015,151700.0,Otomatik,LPG & Benzin,Sedan,1598.0,125.0,Önden Çekiş,6.7,50.0,0.0,0,0,Civic 1.6 i-VTEC ECO Elegance
 Balıkesir,240000.0,Opel,Astra,1.6 GL,1996,194208.0,Düz,Benzin,Hatchback/3,1598.0,75.0,Önden Çekiş,7.4,52.0,0.0,1,3,Astra 1.6 GL
 Balıkesir,290000.0,Peugeot,106,Quicksilver,2000,231000.0,Düz,LPG & Benzin,Hatchback/3,1360.0,76.0,Önden Çekiş,6.9,45.0,0.0,0,0,106 Quicksilver
 Balıkesir,395000.0,Fiat,Linea,1.3 Multijet Active Plus,2012,261000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.9,45.0,0.0,0,3,Linea 1.3 Multijet Active Plus
 Balıkesir,510000.0,Opel,Astra,1.6 Enjoy,2011,224000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,6.3,56.0,0.0,0,0,Astra 1.6 Enjoy
 Balıkesir,1550000.0,BMW,5 Serisi,520d M Sport,2013,301000.0,Otomatik,Dizel,Sedan,1995.0,184.0,Arkadan İtiş,5.2,70.0,0.0,0,1,5 Serisi 520d M Sport
 Balıkesir,495000.0,Toyota,Corolla,1.4 D-4D Class,2007,352000.0,Düz,Dizel,Sedan,1364.0,90.0,Önden Çekiş,4.9,55.0,0.0,1,9,Corolla 1.4 D-4D Class
 Balıkesir,1125000.0,Volkswagen,Golf,1.6 TDi BlueMotion Highline,2013,142000.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,105.0,Önden Çekiş,3.9,50.0,0.0,0,2,Golf 1.6 TDi BlueMotion Highline
 Balıkesir,1075000.0,Ford,Fiesta,1.0 Titanium,2020,47000.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,5.2,42.0,0.0,0,0,Fiesta 1.0 Titanium
 Balıkesir,1415000.0,Volkswagen,Polo,1.0 TSi Highline,2021,90000.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,4.6,40.0,0.0,0,0,Polo 1.0 TSi Highline
 Balıkesir,1009000.0,Seat,Leon,1.2 TSI Style,2013,72000.0,Otomatik,Benzin,Hatchback/5,1200.0,101.0,Önden Çekiş,4.9,50.0,0.0,0,3,Leon 1.2 TSI Style
 Balıkesir,510000.0,Ford,Focus,1.6 TDCi Trend X,2011,317000.0,Düz,Dizel,Sedan,1560.0,110.0,Önden Çekiş,4.8,55.0,0.0,1,5,Focus 1.6 TDCi Trend X
 Balıkesir,425000.0,Fiat,Punto,Grande 1.4 Fire Dynamic,2007,230200.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,6.1,45.0,0.0,0,5,Punto Grande 1.4 Fire Dynamic
 Balıkesir,465000.0,Peugeot,107,1.0 Trendy,2009,117000.0,Yarı Otomatik,Benzin,Hatchback/5,998.0,69.0,Önden Çekiş,4.6,35.0,0.0,0,4,107 1.0 Trendy
 Balıkesir,915000.0,Toyota,Auris,1.4 D-4D Advance Skypack,2015,172000.0,Düz,Dizel,Hatchback/5,1364.0,90.0,Önden Çekiş,4.0,50.0,0.0,0,5,Auris 1.4 D-4D Advance Skypack
 Balıkesir,375000.0,Hyundai,Getz,1.3 GLS,2004,240000.0,Düz,LPG & Benzin,Hatchback/5,1341.0,82.0,Önden Çekiş,6.2,45.0,0.0,0,4,Getz 1.3 GLS
 Balıkesir,950000.0,Honda,Civic,1.6 i-DTEC Executive,2018,192000.0,Düz,Dizel,Sedan,1597.0,120.0,Önden Çekiş,3.4,46.0,0.0,0,1,Civic 1.6 i-DTEC Executive
 Balıkesir,865000.0,Renault,Clio,1.2 Turbo Icon,2015,84000.0,Yarı Otomatik,Benzin,Hatchback/5,1197.0,120.0,Önden Çekiş,5.2,45.0,0.0,0,0,Clio 1.2 Turbo Icon
 Balıkesir,230000.0,Renault,Safrane,2.0,1994,257000.0,Düz,LPG & Benzin,Hatchback/5,1995.0,106.0,Önden Çekiş,9.1,80.0,0.0,0,0,Safrane 2.0
 Balıkesir,370000.0,Fiat,Albea,1.2 Dynamic,2004,383000.0,Yarı Otomatik,LPG & Benzin,Sedan,1242.0,80.0,Önden Çekiş,7.0,47.0,0.0,1,0,Albea 1.2 Dynamic
 Balıkesir,1590000.0,Renault,Megane,1.3 TCe Icon,2023,9200.0,Yarı Otomatik,Benzin,Sedan,1332.0,140.0,Önden Çekiş,5.3,50.0,0.0,0,0,Megane 1.3 TCe Icon
 Balıkesir,999000.0,Volvo,S80,2.4 D5,2008,309000.0,Otomatik,Dizel,Sedan,2400.0,185.0,Önden Çekiş,7.3,70.0,0.0,0,1,S80 2.4 D5
 Balıkesir,585000.0,Ford,Focus,1.6 TDCi Collection,2011,183000.0,Düz,Dizel,Hatchback/5,1560.0,110.0,Önden Çekiş,4.8,55.0,0.0,0,3,Focus 1.6 TDCi Collection
 Balıkesir,610000.0,Toyota,Auris,1.4 D-4D Comfort Extra,2012,124000.0,Yarı Otomatik,Dizel,Hatchback/5,1364.0,90.0,Önden Çekiş,4.8,55.0,0.0,5,8,Auris 1.4 D-4D Comfort Extra
 Balıkesir,560000.0,Renault,Symbol,1.2 Joy,2013,173854.0,Düz,Benzin,Sedan,1149.0,75.0,Önden Çekiş,6.0,50.0,0.0,0,0,Symbol 1.2 Joy
 Balıkesir,945000.0,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2011,242198.0,Yarı Otomatik,Benzin,Sedan,1390.0,122.0,Önden Çekiş,6.0,70.0,0.0,0,0,Passat 1.4 TSi BlueMotion Comfortline
 Balıkesir,555000.0,Toyota,Auris,1.33 Comfort,2010,190800.0,Düz,LPG & Benzin,Hatchback/5,1329.0,99.0,Önden Çekiş,6.0,55.0,0.0,0,6,Auris 1.33 Comfort
 Balıkesir,1210000.0,Renault,Megane,1.5 dCi Touch Plus,2018,153000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,3.8,49.0,0.0,0,0,Megane 1.5 dCi Touch Plus
 Balıkesir,1550000.0,BMW,3 Serisi,320d Technology,2013,142000.0,Otomatik,Dizel,Sedan,1995.0,184.0,Arkadan İtiş,4.4,57.0,0.0,0,0,3 Serisi 320d Technology
 Balıkesir,485250.0,Dacia,Sandero,1.4 Ambiance,2009,179000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,7.0,50.0,0.0,2,3,Sandero 1.4 Ambiance
 Balıkesir,565000.0,Honda,Civic,1.6 i ES,1998,180000.0,Düz,LPG & Benzin,Sedan,1590.0,125.0,Önden Çekiş,9.0,55.0,0.0,0,11,Civic 1.6 i ES
 Balıkesir,170000.0,Lada,Vega,1.5,2000,238000.0,Düz,LPG & Benzin,Sedan,1499.0,78.0,Önden Çekiş,6.6,43.0,0.0,0,0,Vega 1.5
 Balıkesir,360000.0,Renault,Clio,1.4,2005,200000.0,Düz,LPG & Benzin,Sedan,1201.0,51.0,Önden Çekiş,7.0,50.0,0.0,1,5,Clio 1.4
 Balıkesir,320000.0,Chevrolet,Lacetti,1.4 SE,2004,228000.0,Düz,LPG & Benzin,Hatchback/5,1399.0,95.0,Önden Çekiş,7.2,60.0,0.0,0,3,Lacetti 1.4 SE
 Balıkesir,705000.0,Toyota,Corolla,1.4 D-4D Touch,2014,283000.0,Düz,Dizel,Sedan,1364.0,90.0,Önden Çekiş,4.1,55.0,0.0,2,5,Corolla 1.4 D-4D Touch
 Balıkesir,600000.0,Peugeot,308,1.6 HDi Comfort Pack,2011,167000.0,Otomatik,Dizel,Hatchback/5,1560.0,112.0,Önden Çekiş,4.9,60.0,0.0,1,1,308 1.6 HDi Comfort Pack
 Balıkesir,629000.0,Citroen,C-Elysee,1.6 HDi Exclusive,2015,115000.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.1,48.0,0.0,2,2,C-Elysee 1.6 HDi Exclusive
 Balıkesir,960000.0,Renault,Megane,1.2 TCe Icon,2017,107000.0,Düz,Benzin,Hatchback/5,1197.0,130.0,Önden Çekiş,5.4,47.0,0.0,0,0,Megane 1.2 TCe Icon
 Balıkesir,307500.0,Ford,Fiesta,1.4 TDCi Comfort,2004,288000.0,Düz,Dizel,Hatchback/5,1399.0,68.0,Önden Çekiş,4.3,45.0,0.0,0,10,Fiesta 1.4 TDCi Comfort
 Balıkesir,220000.0,Peugeot,106,XR,1999,320000.0,Düz,Benzin,Hatchback/5,1360.0,76.0,Önden Çekiş,6.9,45.0,0.0,0,2,106 XR
 Balıkesir,565000.0,Dacia,Logan,1.2 Ambiance,2014,174569.0,Düz,LPG & Benzin,Station wagon,1149.0,75.0,Önden Çekiş,6.0,50.0,0.0,0,0,Logan 1.2 Ambiance
 Balıkesir,635000.0,Opel,Corsa,1.4 Twinport Essentia,2016,149000.0,Otomatik,LPG & Benzin,Hatchback/5,1401.0,76.0,Önden Çekiş,5.7,45.0,0.0,1,2,Corsa 1.4 Twinport Essentia
 Balıkesir,220000.0,Fiat,Palio,1.4 EL,2001,233000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,6.1,51.0,0.0,2,1,Palio 1.4 EL
 Balıkesir,545000.0,Citroen,C5,1.6 HDi SX,2010,246000.0,Düz,Dizel,Sedan,1560.0,111.0,Önden Çekiş,5.6,71.0,0.0,0,0,C5 1.6 HDi SX
 Balıkesir,1004000.0,Kia,Picanto,1.2 MPI Feel,2023,10000.0,Otomatik,Benzin,Hatchback/5,1197.0,84.0,Önden Çekiş,4.9,35.0,0.0,0,0,Picanto 1.2 MPI Feel
 Balıkesir,425000.0,Ford,Focus,1.6 TDCi Ghia,2007,286000.0,Düz,Dizel,Sedan,1560.0,110.0,Önden Çekiş,4.8,55.0,0.0,0,0,Focus 1.6 TDCi Ghia
 Balıkesir,710000.0,Opel,Corsa,1.2 Enjoy,2017,79000.0,Düz,Benzin,Hatchback/5,1229.0,70.0,Önden Çekiş,5.4,45.0,0.0,0,0,Corsa 1.2 Enjoy
 Balıkesir,1295000.0,Renault,Megane,1.5 dCi Icon,2018,148000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,3.8,49.0,0.0,0,4,Megane 1.5 dCi Icon
 Balıkesir,365000.0,Renault,Megane,1.5 dCi Dynamique,2004,306000.0,Düz,Dizel,Sedan,1461.0,100.0,Önden Çekiş,4.6,60.0,0.0,0,5,Megane 1.5 dCi Dynamique
 Balıkesir,490000.0,Renault,Megane,1.5 dCi Extreme,2012,256500.0,Yarı Otomatik,Dizel,Hatchback/5,1461.0,110.0,Önden Çekiş,4.4,60.0,0.0,4,1,Megane 1.5 dCi Extreme
 Balıkesir,200000.0,Kia,Pride,1.3 DLX,2000,267000.0,Düz,LPG & Benzin,Station wagon,1324.0,64.0,Önden Çekiş,6.8,37.0,0.0,0,12,Pride 1.3 DLX
 Balıkesir,725000.0,Opel,Astra,1.6 Essentia Konfor,2013,92000.0,Düz,Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,6.5,52.0,0.0,0,0,Astra 1.6 Essentia Konfor
 Balıkesir,760000.0,Volkswagen,Jetta,1.6 TDi Trendline,2015,208000.0,Düz,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.5,55.0,0.0,0,0,Jetta 1.6 TDi Trendline
 Balıkesir,315000.0,Ford,Galaxy,1.9 TDI,1999,340000.0,Düz,Dizel,MPV,1896.0,110.0,Önden Çekiş,6.7,75.0,0.0,0,0,Galaxy 1.9 TDI
 Balıkesir,1100000.0,BMW,3 Serisi,316i M Sport,2014,265000.0,Otomatik,Benzin,Sedan,1598.0,136.0,Arkadan İtiş,5.8,60.0,0.0,0,0,3 Serisi 316i M Sport
 Balıkesir,595000.0,Honda,Civic,1.6 i-VTEC ES,2006,159000.0,Düz,Benzin,Sedan,1590.0,110.0,Önden Çekiş,6.5,50.0,0.0,1,5,Civic 1.6 i-VTEC ES
 Balıkesir,700000.0,Seat,Ibiza,1.2 TSI Style,2017,113000.0,Düz,Benzin,Hatchback/5,1197.0,90.0,Önden Çekiş,4.9,45.0,0.0,1,2,Ibiza 1.2 TSI Style
 Balıkesir,428000.0,Renault,Megane,1.4 Authentique,2007,240000.0,Düz,LPG & Benzin,Sedan,1390.0,98.0,Önden Çekiş,6.7,60.0,0.0,0,0,Megane 1.4 Authentique
 Balıkesir,400000.0,Renault,Clio,1.2 Authentique,2005,167500.0,Düz,Benzin,Hatchback/5,1149.0,75.0,Önden Çekiş,5.9,55.0,0.0,0,2,Clio 1.2 Authentique
 Balıkesir,1450000.0,Peugeot,308,1.2 PureTech Allure,2023,31000.0,Otomatik,Benzin,Hatchback/5,1199.0,132.0,Önden Çekiş,5.9,52.0,0.0,0,0,308 1.2 PureTech Allure
 Balıkesir,460000.0,Ford,Fiesta,1.25 Trend,2011,220000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,82.0,Önden Çekiş,5.7,42.0,0.0,0,0,Fiesta 1.25 Trend
 Balıkesir,290000.0,Renault,Scenic,1.6 RXT,2000,260000.0,Otomatik,LPG & Benzin,MPV,1598.0,107.0,Önden Çekiş,7.9,60.0,0.0,0,0,Scenic 1.6 RXT
 Balıkesir,305000.0,Opel,Corsa,1.4 GLS,1999,228000.0,Otomatik,LPG & Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş,8.2,42.0,0.0,0,0,Corsa 1.4 GLS
 Balıkesir,405000.0,Hyundai,Accent,1.3 Admire,2004,122500.0,Düz,Benzin,Sedan,1341.0,86.0,Önden Çekiş,6.7,45.0,0.0,2,3,Accent 1.3 Admire
 Balıkesir,695000.0,Peugeot,301,1.6 HDi Active,2015,89000.0,Düz,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.3,50.0,0.0,0,0,301 1.6 HDi Active
 Balıkesir,670000.0,Volkswagen,Scirocco,1.4 TSi Sportline,2012,225000.0,Yarı Otomatik,Benzin,Coupe,1390.0,160.0,Önden Çekiş,6.3,55.0,0.0,2,5,Scirocco 1.4 TSi Sportline
 Balıkesir,340000.0,Peugeot,206,1.4 Comfort,2007,181350.0,Düz,Benzin,Sedan,1360.0,76.0,Önden Çekiş,6.5,50.0,0.0,2,0,206 1.4 Comfort
 Balıkesir,575000.0,Chevrolet,Cruze,1.6 LS,2011,85000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,124.0,Önden Çekiş,6.6,60.0,0.0,1,0,Cruze 1.6 LS
 Balıkesir,370000.0,Ford,C-Max,1.6 TDCi Trend,2006,281000.0,Düz,Dizel,MPV,1560.0,110.0,Önden Çekiş,4.9,55.0,0.0,0,6,C-Max 1.6 TDCi Trend
 Balıkesir,530000.0,Ford,Focus,1.6 Collection,2005,182000.0,Düz,LPG & Benzin,Hatchback/5,1596.0,100.0,Önden Çekiş,6.8,55.0,0.0,0,3,Focus 1.6 Collection
 Balıkesir,360000.0,Chevrolet,Spark,0.8 S,2009,119000.0,Düz,Benzin,Hatchback/5,796.0,52.0,Önden Çekiş,5.2,35.0,0.0,0,0,Spark 0.8 S
 Balıkesir,325000.0,BMW,5 Serisi,520i Standart,1991,340000.0,Düz,LPG & Benzin,Sedan,1991.0,150.0,Arkadan İtiş,9.9,80.0,0.0,0,0,5 Serisi 520i Standart
 Balıkesir,1400000.0,Toyota,Corolla,1.5 Dream,2023,36000.0,Otomatik,Benzin,Sedan,1490.0,125.0,Önden Çekiş,6.3,50.0,0.0,0,3,Corolla 1.5 Dream
 Balıkesir,305000.0,Toyota,Starlet,1.3,1998,232000.0,Otomatik,Benzin,Hatchback/5,1332.0,75.0,Önden Çekiş,7.2,45.0,0.0,0,0,Starlet 1.3
 Balıkesir,385000.0,Opel,Astra,1.6 Edition,2001,258600.0,Otomatik,LPG & Benzin,Hatchback/5,1598.0,100.0,Önden Çekiş,7.7,52.0,1.0,3,9,Astra 1.6 Edition
 Balıkesir,1834000.0,Volkswagen,Passat,1.6 TDi Business,2019,85000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş,4.0,59.0,0.0,0,0,Passat 1.6 TDi Business
 Balıkesir,835000.0,Fiat,Egea,1.4 Fire Easy,2022,26276.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,6.4,45.0,0.0,0,0,Egea 1.4 Fire Easy
 Balıkesir,440000.0,Opel,Meriva,1.6 Enjoy,2004,230000.0,Otomatik,Benzin,MPV,1401.0,76.0,Önden Çekiş,7.8,53.0,0.0,1,0,Meriva 1.6 Enjoy
 Balıkesir,355000.0,Hyundai,Accent,1.3 Admire,2005,248000.0,Düz,LPG & Benzin,Sedan,1341.0,86.0,Önden Çekiş,6.7,45.0,0.0,0,0,Accent 1.3 Admire
 Balıkesir,520000.0,Fiat,500 Ailesi,500 1.3 Mjet Lounge,2009,425000.0,Düz,Dizel,Hatchback/3,1248.0,75.0,Önden Çekiş,4.2,35.0,0.0,0,0,500 Ailesi 500 1.3 Mjet Lounge
 Balıkesir,525000.0,Hyundai,Accent Era,1.4 Team,2010,185000.0,Düz,LPG & Benzin,Sedan,1399.0,97.0,Önden Çekiş,6.5,45.0,0.0,0,0,Accent Era 1.4 Team
 Balıkesir,1300000.0,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,2018,93000.0,Düz,Benzin,Hatchback/5,999.0,116.0,Önden Çekiş,4.5,50.0,0.0,0,0,A3 A3 Sportback 1.0 TFSI Dynamic
 Balıkesir,545000.0,Dacia,Sandero,1.2 Ambiance,2013,116000.0,Düz,Benzin,Hatchback/5,1149.0,75.0,Önden Çekiş,6.0,50.0,0.0,0,0,Sandero 1.2 Ambiance
 Balıkesir,470000.0,Fiat,Punto,Grande 1.4 Fire Active,2011,97800.0,Yarı Otomatik,Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,6.1,45.0,1045.0,1,7,Punto Grande 1.4 Fire Active
 Balıkesir,265000.0,Chevrolet,Kalos,1.4 SX,2005,169000.0,Düz,LPG & Benzin,Sedan,1399.0,94.0,Önden Çekiş,7.0,45.0,0.0,2,1,Kalos 1.4 SX
 Balıkesir,440000.0,Hyundai,Getz,1.4 DOHC HY KLM,2006,180000.0,Düz,Benzin,Hatchback/5,1399.0,97.0,Önden Çekiş,6.0,45.0,0.0,1,6,Getz 1.4 DOHC HY KLM
 Balıkesir,390000.0,Volkswagen,Passat,1.6 Comfortline,2000,263000.0,Düz,Benzin,Sedan,1595.0,102.0,Önden Çekiş,7.7,62.0,0.0,0,10,Passat 1.6 Comfortline
 Balıkesir,800000.0,Renault,Clio,1.0 SCe Joy,2022,39000.0,Düz,Benzin,Hatchback/5,999.0,65.0,Önden Çekiş,4.9,42.0,0.0,0,0,Clio 1.0 SCe Joy
 Balıkesir,330000.0,Renault,Clio,1.4 RNA,2000,217000.0,Düz,LPG & Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,0,0,Clio 1.4 RNA
 Balıkesir,585000.0,Ford,Focus,1.6 TDCi Trend,2009,217000.0,Düz,Dizel,Sedan,1560.0,110.0,Önden Çekiş,4.5,55.0,0.0,1,3,Focus 1.6 TDCi Trend
 Balıkesir,330000.0,Renault,Megane,1.5 dCi Privilege,2006,275000.0,Düz,Dizel,Hatchback/5,1461.0,106.0,Önden Çekiş,4.5,60.0,0.0,1,11,Megane 1.5 dCi Privilege
 Balıkesir,950000.0,Opel,Astra,1.4 T Edition Plus,2019,74000.0,Düz,Benzin,Sedan,1364.0,140.0,Önden Çekiş,6.2,56.0,0.0,0,0,Astra 1.4 T Edition Plus
 Balıkesir,310000.0,Peugeot,306,1.6 Griffe,1998,190000.0,Düz,Benzin,Hatchback/5,1587.0,90.0,Önden Çekiş,7.7,60.0,0.0,0,0,306 1.6 Griffe
 Balıkesir,435000.0,Opel,Corsa,1.3 CDTI Essentia,2013,290000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş,4.0,45.0,0.0,2,2,Corsa 1.3 CDTI Essentia
 Balıkesir,395000.0,Renault,Clio,1.4 Authentique,2007,148000.0,Düz,LPG & Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,1,3,Clio 1.4 Authentique
 Balıkesir,399000.0,Renault,Fluence,1.5 dCi Extreme,2011,260000.0,Düz,Dizel,Sedan,1461.0,85.0,Önden Çekiş,4.5,60.0,0.0,2,9,Fluence 1.5 dCi Extreme
 Balıkesir,310000.0,Fiat,Albea,1.2 EL,2003,278000.0,Düz,LPG & Benzin,Sedan,1242.0,80.0,Önden Çekiş,7.0,47.0,0.0,0,0,Albea 1.2 EL
 Balıkesir,420000.0,Renault,Scenic,1.6 Privilege,2006,210000.0,Düz,LPG & Benzin,MPV,1598.0,115.0,Önden Çekiş,7.2,60.0,8000.0,0,0,Scenic 1.6 Privilege
 Balıkesir,300000.0,Fiat,Albea,Sole 1.4 Fire Dynamic,2009,295000.0,Düz,LPG & Benzin,Sedan,1368.0,77.0,Önden Çekiş,6.2,48.0,1125.0,0,0,Albea Sole 1.4 Fire Dynamic
 Balıkesir,262500.0,Fiat,Marea,1.6 Liberty,2004,235000.0,Düz,LPG & Benzin,Sedan,1596.0,103.0,Önden Çekiş,8.1,63.0,0.0,2,10,Marea 1.6 Liberty
 Balıkesir,500000.0,Renault,Clio,1.2 Joy,2013,114000.0,Düz,Benzin,Hatchback/5,1149.0,75.0,Önden Çekiş,5.5,45.0,0.0,3,3,Clio 1.2 Joy
 Balıkesir,245000.0,Fiat,Brava,1.6 SX,2000,216000.0,Düz,LPG & Benzin,Hatchback/5,1581.0,103.0,Önden Çekiş,7.8,50.0,0.0,0,0,Brava 1.6 SX
 Balıkesir,515000.0,Opel,Corsa,1.3 CDTI Enjoy,2008,190000.0,Düz,Dizel,Hatchback/3,1248.0,75.0,Önden Çekiş,4.6,45.0,0.0,0,0,Corsa 1.3 CDTI Enjoy
 Balıkesir,260000.0,Renault,Megane,1.6 RTE,1999,201000.0,Düz,LPG & Benzin,Sedan,1598.0,107.0,Önden Çekiş,7.0,60.0,0.0,0,0,Megane 1.6 RTE
 Balıkesir,735000.0,Fiat,Egea,1.4 Fire Easy,2021,39500.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,6.4,45.0,0.0,0,0,Egea 1.4 Fire Easy
 Balıkesir,870000.0,Volkswagen,Polo,1.2 TSi Comfortline,2015,59000.0,Düz,Benzin,Hatchback/5,1197.0,90.0,Önden Çekiş,4.7,45.0,0.0,0,0,Polo 1.2 TSi Comfortline
 Balıkesir,465000.0,Renault,Clio,1.5 dCi Extreme,2008,193500.0,Düz,Dizel,Hatchback/5,1461.0,65.0,Önden Çekiş,4.9,55.0,0.0,1,3,Clio 1.5 dCi Extreme
 Balıkesir,1420000.0,Toyota,Corolla,1.5 Vision,2023,15000.0,Otomatik,Benzin,Sedan,1490.0,125.0,Önden Çekiş,6.3,50.0,0.0,0,0,Corolla 1.5 Vision
 Balıkesir,355000.0,Renault,Symbol,1.5 dCi Authentique,2011,235000.0,Düz,Dizel,Sedan,1461.0,65.0,Önden Çekiş,4.5,50.0,0.0,1,1,Symbol 1.5 dCi Authentique
 Bilecik,437000.0,Fiat,Linea,1.3 Multijet Active Plus,2011,199000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş,4.9,45.0,1400.0,0,0,Linea 1.3 Multijet Active Plus
 Bilecik,485000.0,Opel,Astra,1.6 Enjoy,2008,221000.0,Otomatik,Benzin,Sedan,1401.0,101.0,Önden Çekiş,6.3,56.0,0.0,0,0,Astra 1.6 Enjoy
